"name: , distance: 7113.8219228602, start time: 2024-11-26T05:07:39.439Z, duration: 10877.6280000209",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-26T05:10:23.994Z,37.5521321426,127.0736566062,37.2845459157,0.0,-,4.5,24.9375,0.2272338868
,2024-11-26T05:10:24.994Z,37.5521321845,127.0736567739,37.2845459157,0.0,-,4.4375,25.0625,0.3249816896
,2024-11-26T05:10:25.994Z,37.5521321845,127.0736567739,37.2845459157,0.0,-,4.4375,24.875,0.4676818849
,2024-11-26T05:10:26.994Z,37.5521322264,127.0736569415,37.2845459157,0.0,-,4.375,24.9375,0.6050720217
,2024-11-26T05:10:27.994Z,37.5521316396,127.0736572768,37.2845459157,0.0,-,4.375,24.9375,0.7477722171
,2024-11-26T05:10:28.994Z,37.5521316815,127.0736573606,37.2845459157,0.0,-,4.3125,26.375,0.8904418949
,2024-11-26T05:10:29.994Z,37.5521316815,127.0736573606,37.2845459157,0.0,-,4.3125,26.8125,1.0463562016
,2024-11-26T05:10:30.994Z,37.5521317235,127.0736575282,37.2845459157,0.0,-,4.25,28.125,1.1837463384
,2024-11-26T05:10:31.994Z,37.5521317235,127.0736575282,37.2845459157,0.0,-,4.25,28.25,-
,2024-11-26T05:10:32.994Z,37.5521317654,127.0736576959,37.2845459157,0.0,-,4.25,29.75,1.3185119635
,2024-11-26T05:10:33.994Z,37.5521317654,127.0736577797,37.2845459157,0.0,-,4.1875,31.0625,1.4162597662
,2024-11-26T05:10:34.994Z,37.5521318073,127.0736578635,37.2845459157,0.0,-,4.1875,32.375,1.503448487
,2024-11-26T05:10:35.994Z,37.5521318073,127.0736578635,37.2845459157,0.0,-,4.1875,38.3125,1.5695190436
,2024-11-26T05:10:36.993Z,37.5521318492,127.0736579473,37.2845459157,0.0,-,4.125,39.5625,1.617095948
,2024-11-26T05:10:37.993Z,37.5521318492,127.0736580311,37.2845459157,0.0,-,4.125,40.4375,1.638214112
,2024-11-26T05:10:38.993Z,37.5521318911,127.073658115,37.2845459157,0.0,-,4.0625,41.375,1.6593627937
,2024-11-26T05:10:39.993Z,37.5521318911,127.0736581988,37.2845459157,0.0,-,4.9375,42.1875,1.6593627937
,2024-11-26T05:10:40.993Z,37.5521319749,127.0736584502,37.2845459157,0.0,-,7.375,43.0625,1.6567077644
,2024-11-26T05:10:41.993Z,37.5521319749,127.0736584502,37.2845459157,0.0,-,7.375,43.0,1.617095948
,2024-11-26T05:10:42.993Z,37.5521320168,127.0736586179,37.2845459157,0.0,-,7.1875,43.8125,1.5695190436
,2024-11-26T05:10:43.993Z,37.5521320168,127.0736586179,37.2845459157,0.0,-,7.1875,43.75,1.5166625983
,2024-11-26T05:10:44.993Z,37.5521320587,127.0736587855,37.2845459157,0.0,-,7.0625,44.4375,1.4426879889
,2024-11-26T05:10:45.993Z,37.5521320587,127.0736587855,37.2845459157,0.0,-,7.0625,44.375,-
,2024-11-26T05:10:46.993Z,37.5521321006,127.0736589532,37.2845459157,0.0,-,7.0,45.0,1.3634338385
,2024-11-26T05:10:47.993Z,37.5521321426,127.0736591208,37.2845459157,0.0,-,6.875,45.5,1.2973632818
,2024-11-26T05:10:48.993Z,37.5521321845,127.0736592884,37.2845459157,0.0,-,6.75,46.0625,1.2603759771
,2024-11-26T05:10:49.993Z,37.5521322264,127.0736593723,37.2845459157,0.0,-,6.6875,46.6875,1.2154541021
,2024-11-26T05:10:50.993Z,37.5521322683,127.0736595399,37.2845459157,0.0,-,6.625,47.1875,1.1705322271
,2024-11-26T05:10:51.993Z,37.5521322683,127.0736596237,37.2845459157,0.0,-,7.125,47.6875,1.109771729
,2024-11-26T05:10:52.993Z,37.5521329807,127.0736622221,37.2845459157,0.0,-,32.6875,48.125,1.0463562016
,2024-11-26T05:10:53.993Z,37.5521329807,127.0736622221,37.2845459157,0.0,-,32.0625,46.5,0.9300842289
,2024-11-26T05:10:54.993Z,37.5521330227,127.0736623059,37.2845459157,0.0,-,31.4375,44.9375,0.8111877445
,2024-11-26T05:10:55.993Z,37.5521330227,127.0736623059,37.2845459157,0.0,-,31.25,44.5,0.7319030765
,2024-11-26T05:10:56.993Z,37.5521330227,127.0736623897,37.2845459157,0.0,-,30.625,43.125,0.6394348147
,2024-11-26T05:10:57.993Z,37.5521330646,127.0736624736,37.2845459157,0.0,-,30.0,46.375,0.5707397463
,2024-11-26T05:10:58.993Z,37.5521339447,127.0736504874,37.2845459157,0.0,-,18.5,47.1875,0.5310974123
,2024-11-26T05:10:59.993Z,37.5521338608,127.073653002,37.2845459157,0.0,-,16.6875,47.75,-
,2024-11-26T05:11:00.993Z,37.5521338608,127.073653002,37.2845459157,0.0,-,16.6875,47.5,0.5258178713
,2024-11-26T05:11:01.993Z,37.5521338608,127.073653002,37.2845459157,0.0,-,16.6875,47.25,0.5258178713
,2024-11-26T05:11:02.994Z,37.5521338608,127.073653002,37.2845459157,0.0,-,16.6875,47.0625,0.5363769533
,2024-11-26T05:11:03.994Z,37.5521338189,127.0736544269,37.2845459157,0.0,-,15.5625,45.3125,0.578643799
,2024-11-26T05:11:04.994Z,37.552207454,127.073718297,32.7947998199,0.1141967773,-,36.5,45.9375,0.6262207034
,2024-11-26T05:11:05.994Z,37.5522107229,127.0737239129,32.7921753082,0.1927185059,-,33.125,50.3125,0.6790466311
,2024-11-26T05:11:06.994Z,37.5522121897,127.0737234938,32.7621765289,0.3655090332,-,26.9375,47.0625,0.7530517581
,2024-11-26T05:11:07.994Z,37.552212986,127.0737208116,32.6330566558,0.6942901612,-,23.5,43.125,0.8032531742
,2024-11-26T05:11:08.994Z,37.5522123574,127.0737191352,32.5106811674,0.4639892579,-,22.125,37.125,0.8455200199
,2024-11-26T05:11:09.994Z,37.552191696,127.0736709393,32.4178772123,0.6884765626,-,26.25,32.625,0.8983764652
,2024-11-26T05:11:10.994Z,37.5521402311,127.0736885413,32.0776977688,2.1609649663,180.4476997024,44.5,30.8125,0.9432983402
,2024-11-26T05:11:11.994Z,37.5520980282,127.0736801594,31.7683105616,2.9798126227,184.309452964,44.625,25.9375,0.9591369633
,2024-11-26T05:11:12.994Z,37.5520460604,127.0736885413,31.7325744776,3.800048829,179.4259555962,43.5625,22.5,0.985565186
,2024-11-26T05:11:13.994Z,37.5519061664,127.0735531735,31.2553100731,7.1528472917,206.1176470588,44.125,21.125,1.0172729496
,2024-11-26T05:11:14.994Z,37.5518317351,127.0735393434,31.135375991,7.3529968278,-,46.375,20.3125,-
,2024-11-26T05:11:15.994Z,37.5517650571,127.0736391719,31.0894775535,7.259231569,-,29.6875,19.875,1.030487061
,2024-11-26T05:11:16.994Z,37.5517006422,127.0736260123,31.3944091943,7.2492980973,-,39.8125,21.0625,1.0621948247
,2024-11-26T05:11:17.994Z,37.5516226067,127.0736162893,31.2556457665,7.6081085222,-,42.3125,19.0625,1.1123962407
,2024-11-26T05:11:18.994Z,37.5515377818,127.0735531735,31.1576233055,8.2305908222,-,45.375,18.4375,1.1493835454
,2024-11-26T05:11:19.994Z,37.5515361054,127.0735133595,31.391754165,7.4595794695,196.872510872,46.375,19.125,1.1493835454
,2024-11-26T05:11:20.994Z,37.5514687149,127.073487208,31.2835693505,7.5687408464,196.872510872,34.0,19.625,1.1467590337
,2024-11-26T05:11:27.994Z,37.5519205414,127.0735916465,26.1941528442,0.0,-,45.625,29.5625,0.9432983402
,2024-11-26T05:11:28.994Z,37.5519161409,127.0735857791,26.1941528442,0.0,-,45.4375,31.5625,0.985565186
,2024-11-26T05:11:29.994Z,37.5519155542,127.0735855277,26.1941528442,0.0,-,45.3125,33.0625,1.0199279789
,2024-11-26T05:11:30.994Z,37.5519155542,127.0735855277,26.1941528442,0.0,-,45.3125,33.125,1.075408936
,2024-11-26T05:11:31.994Z,37.551915177,127.07358536,26.1941528442,0.0,-,45.1875,33.1875,1.0965576176
,2024-11-26T05:11:32.994Z,37.551915177,127.07358536,26.1941528442,0.0,-,45.1875,33.3125,1.11505127
,2024-11-26T05:11:33.994Z,37.5520848267,127.0736097514,26.1941528442,0.0,-,25.5625,35.375,1.1361694341
,2024-11-26T05:11:34.994Z,37.5520848267,127.0736097514,26.1941528442,0.0,-,25.5625,36.5625,1.1441040044
,2024-11-26T05:11:35.994Z,37.5520848267,127.0736097514,26.1941528442,0.0,-,25.5625,36.6875,1.1441040044
,2024-11-26T05:11:36.994Z,37.5520848267,127.0736097514,26.1941528442,0.0,-,25.5625,38.0,1.125610352
,2024-11-26T05:11:37.994Z,37.5520270335,127.0735958374,26.1941528442,0.0,-,22.625,39.1875,1.125610352
,2024-11-26T05:11:38.994Z,37.5519901531,127.0735869526,26.1941528442,0.0,-,20.5625,39.6875,1.125610352
,2024-11-26T05:11:39.994Z,37.5520120718,127.0735856953,26.1941528442,0.0,-,16.0,39.75,1.1176757817
,2024-11-26T05:11:40.994Z,37.5520119461,127.0735856953,26.1941528442,0.0,-,16.0,40.5,1.1044616704
,2024-11-26T05:11:41.994Z,37.5520118622,127.0735856953,26.1941528442,0.0,-,16.0,40.3125,-
,2024-11-26T05:11:42.994Z,37.5520118622,127.0735856953,26.1941528442,0.0,-,16.0,40.1875,1.0965576176
,2024-11-26T05:11:43.994Z,37.5520118203,127.0735856115,26.1941528442,0.0,-,16.0,40.0625,1.064849854
,2024-11-26T05:11:44.994Z,37.5520117784,127.0735856115,26.1941528442,0.0,-,16.0,40.0,0.9987792973
,2024-11-26T05:11:45.994Z,37.5520361279,127.0735851086,26.1941528442,0.0,-,14.0,40.3125,0.9565124516
,2024-11-26T05:11:46.994Z,37.5520360021,127.0735850248,26.1941528442,0.0,-,14.0,41.25,0.9274291996
,2024-11-26T05:11:47.994Z,37.5520358764,127.0735850248,26.1941528442,0.0,-,14.0,41.1875,0.8851623539
,2024-11-26T05:11:48.994Z,37.5520357507,127.0735850248,26.1941528442,0.0,-,14.0,41.125,0.8613891605
,2024-11-26T05:11:49.994Z,37.5520356668,127.0735850248,26.1941528442,0.0,-,14.0,42.0625,0.8587341312
,2024-11-26T05:11:50.994Z,37.552035583,127.0735850248,26.1941528442,0.0,-,14.0,42.4375,0.8428955082
,2024-11-26T05:11:51.994Z,37.5520450546,127.0735890481,26.1941528442,0.0,-,12.625,41.5,0.8296813968
,2024-11-26T05:11:52.994Z,37.5520450127,127.0735890481,26.1941528442,0.0,-,12.625,42.75,0.8217468265
,2024-11-26T05:11:53.994Z,37.5520449708,127.0735890481,26.1941528442,0.0,-,12.625,42.5,0.8217468265
,2024-11-26T05:11:54.994Z,37.5520449289,127.0735889643,26.1941528442,0.0,-,12.625,41.625,0.8005981449
,2024-11-26T05:11:55.994Z,37.5520448869,127.0735889643,26.1941528442,0.0,-,12.625,41.625,-
,2024-11-26T05:11:56.994Z,37.552044845,127.0735889643,26.1941528442,0.0,-,12.625,41.4375,0.7953186038
,2024-11-26T05:11:57.994Z,37.5520448031,127.0735889643,26.1941528442,0.0,-,12.625,40.875,0.7794799808
,2024-11-26T05:11:58.994Z,37.5520447612,127.0735889643,26.1941528442,0.0,-,12.625,41.0625,0.7477722171
,2024-11-26T05:11:59.994Z,37.5520447193,127.0735889643,26.1941528442,0.0,-,12.625,40.9375,0.7266235354
,2024-11-26T05:12:00.994Z,37.5520329427,127.07360204,26.1941528442,0.0,-,11.6875,40.75,0.7160644534
,2024-11-26T05:12:01.994Z,37.5520327332,127.07360204,26.1941528442,0.0,-,11.6875,40.9375,0.6790466311
,2024-11-26T05:12:02.993Z,37.5520325236,127.0736019562,26.1941528442,0.0,-,11.6875,40.6875,0.6341552737
,2024-11-26T05:12:03.993Z,37.552032356,127.0736018724,26.1941528442,0.0,-,11.6875,40.0625,0.60244751
,2024-11-26T05:12:04.993Z,37.5520316854,127.0736017048,26.1941528442,0.0,-,11.6875,39.0625,0.573364258
,2024-11-26T05:12:05.993Z,37.5520308473,127.0736015371,26.1941528442,0.0,-,11.625,37.875,0.5390319826
,2024-11-26T05:12:06.993Z,37.5520297576,127.0736012018,26.1941528442,0.0,-,11.625,36.375,0.5152282717
,2024-11-26T05:12:07.993Z,37.5520296738,127.0736012018,26.1941528442,0.0,-,11.625,36.6875,0.5073242189
,2024-11-26T05:12:08.993Z,37.55202959,127.0736012018,26.1941528442,0.0,-,11.625,36.0625,0.4967346193
,2024-11-26T05:12:09.993Z,37.5520295061,127.0736012018,26.1941528442,0.0,-,11.625,35.625,0.4650268556
,2024-11-26T05:12:10.993Z,37.5520294223,127.073601118,26.1941528442,0.0,-,11.625,35.1875,-
,2024-11-26T05:12:11.993Z,37.5520293385,127.073601118,26.1941528442,0.0,-,11.625,35.625,0.4570922853
,2024-11-26T05:12:12.993Z,37.5520292966,127.073601118,26.1941528442,0.0,-,11.625,35.5,0.4491882326
,2024-11-26T05:12:13.993Z,37.552028626,127.0736009504,26.1941528442,0.0,-,11.5625,34.8125,0.4333190919
,2024-11-26T05:12:14.993Z,37.552027704,127.0736006989,26.1941528442,0.0,-,11.5625,33.9375,0.4333190919
,2024-11-26T05:12:15.993Z,37.5520268239,127.0736004475,26.1941528442,0.0,-,11.5,33.0,0.4412536623
,2024-11-26T05:12:16.993Z,37.5520257762,127.073600196,26.1941528442,0.0,-,11.5,32.0625,0.4439086916
,2024-11-26T05:12:17.993Z,37.552007797,127.0735954183,26.1941528442,0.0,-,11.0,32.0625,0.4491882326
,2024-11-26T05:12:18.993Z,37.5520076713,127.0735954183,26.1941528442,0.0,-,11.0,31.8125,0.4518127443
,2024-11-26T05:12:19.993Z,37.5519925,127.073591395,26.1941528442,0.0,-,10.5625,31.75,0.4518127443
,2024-11-26T05:12:20.993Z,37.5519922486,127.073591395,26.1941528442,0.0,-,10.5625,31.3125,0.4412536623
,2024-11-26T05:12:21.993Z,37.5519913266,127.0735911436,26.1941528442,0.0,-,10.5,30.375,0.4412536623
,2024-11-26T05:12:22.993Z,37.5519904046,127.0735908921,26.1941528442,0.0,-,10.5,29.0,0.4412536623
,2024-11-26T05:12:23.993Z,37.5519899017,127.0735907245,26.1941528442,0.0,-,10.5,29.0625,0.4412536623
,2024-11-26T05:12:24.993Z,37.5519894826,127.0735906406,26.1941528442,0.0,-,10.4375,28.5625,-
,2024-11-26T05:12:25.993Z,37.5519893149,127.0735905568,26.1941528442,0.0,-,10.4375,28.0,0.4439086916
,2024-11-26T05:12:26.993Z,37.5519885186,127.0735903892,26.1941528442,0.0,-,10.4375,27.3125,0.4465332033
,2024-11-26T05:12:27.993Z,37.5519730121,127.0735862821,26.1941528442,0.0,-,9.9375,27.0625,0.4491882326
,2024-11-26T05:12:28.993Z,37.5519729283,127.0735862821,26.1941528442,0.0,-,9.9375,26.6875,0.4544677736
,2024-11-26T05:12:29.993Z,37.5519601459,127.0735829293,26.1941528442,0.0,-,9.5625,26.625,0.4570922853
,2024-11-26T05:12:30.993Z,37.5519557873,127.0735826778,26.1941528442,0.0,-,9.0,26.625,0.4703063967
