"name: KCH.1125.Mon, distance: 2285.2763456522, start time: 2024-11-25T04:26:21.786Z, duration: 10301.989000082",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-25T04:26:53.000Z,37.5496325333,127.0741368893,35.0575866862,0.7093811036,188.7919432364,14.1875,10.0625,0.015838623
,2024-11-25T04:26:54.000Z,37.5496246124,127.0741291779,35.1673584148,0.9081726076,220.4824902723,14.1875,10.0625,0.015838623
,2024-11-25T04:26:55.000Z,37.5496119976,127.0741187844,35.5848694013,1.1354675295,216.9228656443,14.1875,10.0625,0.026397705
,2024-11-25T04:26:56.000Z,37.5496026937,127.0741121627,35.9391784835,0.9306182863,213.934538796,14.1875,10.0625,0.0792541504
,2024-11-25T04:26:57.000Z,37.5496041186,127.0741159345,35.9970398116,0.346359253,-,14.25,10.0,-
,2024-11-25T04:26:58.000Z,37.5496065494,127.0741150125,36.170990007,0.1560363769,-,14.3125,9.9375,0.1426696778
,2024-11-25T04:26:59.000Z,37.5495979999,127.0741139229,36.0542907882,0.7145385743,-,14.4375,9.6875,0.2008056641
,2024-11-25T04:27:00.000Z,37.549589618,127.0741088099,36.0738220382,0.8564300539,-,14.8125,9.1875,0.2536315919
,2024-11-25T04:27:01.000Z,37.5495827029,127.0741065468,36.3932495286,0.8280792238,-,15.375,8.1875,0.3117675782
,2024-11-25T04:27:02.000Z,37.5495806074,127.0741035293,35.892334001,0.5625457764,-,16.0,6.875,0.3540344239
,2024-11-25T04:27:03.000Z,37.5495769194,127.0741015176,36.0282592941,0.4992523194,-,18.0,5.0,0.3751831056
,2024-11-25T04:27:04.000Z,37.5495709682,127.0740984163,36.0903930832,0.5459747315,-,21.25,2.875,0.3857421876
,2024-11-25T04:27:05.000Z,37.54957013,127.0740964047,36.2608337571,0.4528350831,-,25.5625,2.0625,0.3857421876
,2024-11-25T04:27:06.000Z,37.5495889055,127.0741767871,35.9399109054,0.9082336427,-,22.1875,2.125,0.3857421876
,2024-11-25T04:27:07.000Z,37.5495893246,127.0741868454,35.7200317549,0.911758423,-,26.4375,2.1875,0.3804626466
,2024-11-25T04:27:08.000Z,37.5495899951,127.0741954788,35.8753967452,0.855697632,-,31.1875,2.1875,0.3223266603
,2024-11-25T04:27:08.999Z,37.5495878578,127.074207884,35.9074707198,0.9056701662,-,36.3125,2.25,0.2747802735
,2024-11-25T04:27:09.999Z,37.5495878997,127.0742170203,35.7772522139,0.9152526857,-,41.3125,2.3125,0.2325134278
,2024-11-25T04:27:10.999Z,37.549575243,127.0740824069,35.3884277508,0.1416625976,225.8384069581,29.375,2.25,0.1743774414
,2024-11-25T04:27:11.999Z,37.5496492552,127.0740426767,35.3933410809,1.0827636721,248.7232776379,17.625,3.5625,0.1162414551
,2024-11-25T04:27:12.999Z,37.5496438908,127.074033708,35.3240051434,0.9975891115,249.5307850766,18.9375,2.8125,-
,2024-11-25T04:27:13.999Z,37.5496309407,127.0740311097,35.3930969403,0.9248657228,249.5307850766,21.0,2.4375,0.1162414551
,2024-11-25T04:27:14.999Z,37.5496394065,127.0740495498,35.5028381512,0.2973632813,249.5307850766,18.1875,3.125,0.1162414551
,2024-11-25T04:27:15.999Z,37.5496431364,127.0740547466,35.4213562176,0.0539245605,249.5307850766,18.875,2.6875,0.1268005371
,2024-11-25T04:27:16.999Z,37.5496415858,127.0740906212,35.4470520184,0.1332244873,249.5307850766,19.3125,2.5625,0.1532287598
,2024-11-25T04:27:17.999Z,37.5495985866,127.0741452712,35.6207885908,0.3581390381,249.5307850766,17.5625,4.3125,0.1796569825
,2024-11-25T04:27:18.999Z,37.5496015203,127.0741406611,35.0667724772,0.2948760987,249.5307850766,19.25,2.625,0.1796569825
,2024-11-25T04:27:19.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,16.125,6.5,0.1743774414
,2024-11-25T04:27:20.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,16.125,6.5,0.1585083008
,2024-11-25T04:27:21.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.5,7.875,0.1215209961
,2024-11-25T04:27:22.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.5,7.875,0.0845336914
,2024-11-25T04:27:23.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.3125,8.25,0.0739746094
,2024-11-25T04:27:24.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.25,8.4375,0.0739746094
,2024-11-25T04:27:25.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.875,0.0792541504
,2024-11-25T04:27:26.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.9375,0.0898132324
,2024-11-25T04:27:27.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.875,0.1003723144
,2024-11-25T04:27:28.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.0,8.875,-
,2024-11-25T04:27:29.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.0,8.875,0.1003723144
,2024-11-25T04:27:30.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.0950927734
,2024-11-25T04:27:31.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.0950927734
,2024-11-25T04:27:32.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.1003723144
,2024-11-25T04:27:33.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.1875,0.105682373
,2024-11-25T04:27:34.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.25,0.1162414551
,2024-11-25T04:27:35.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.25,0.1215209961
,2024-11-25T04:27:36.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.25,0.1268005371
,2024-11-25T04:27:37.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.1215209961
,2024-11-25T04:27:38.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.1875,0.1268005371
,2024-11-25T04:27:39.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.25,0.1268005371
,2024-11-25T04:27:40.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.1320800781
,2024-11-25T04:27:41.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.1875,0.1479492188
,2024-11-25T04:27:42.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.125,0.1585083008
,2024-11-25T04:27:43.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.875,9.0625,0.1585083008
,2024-11-25T04:27:44.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.875,9.0625,0.1585083008
,2024-11-25T04:27:45.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.875,9.0,-
,2024-11-25T04:27:46.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,9.0,0.1532287598
,2024-11-25T04:27:47.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.9375,0.1426696778
,2024-11-25T04:27:48.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.875,0.1268005371
,2024-11-25T04:27:49.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.9375,8.875,0.1109619141
,2024-11-25T04:27:50.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,15.0,8.875,0.1109619141
,2024-11-25T04:27:51.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.125,0.1109619141
,2024-11-25T04:27:52.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.0625,0.1109619141
,2024-11-25T04:27:53.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.875,9.0625,0.1109619141
,2024-11-25T04:27:54.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.125,0.1373901367
,2024-11-25T04:27:55.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.125,0.1479492188
,2024-11-25T04:27:56.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.8125,9.1875,0.1532287598
,2024-11-25T04:27:57.999Z,37.5495888636,127.0741563353,34.9775390787,0.0,249.5307850766,14.75,9.25,0.1585083008
,2024-11-25T04:27:58.999Z,37.549559024,127.0740674033,36.5100708177,0.0531158447,249.5307850766,14.8125,9.125,0.1585083008
,2024-11-25T04:27:59.999Z,37.5495579344,127.0740674871,36.4765625169,0.0680999756,249.5307850766,14.9375,8.875,0.1637878418
,2024-11-25T04:28:00.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.875,9.0,0.1849365235
,2024-11-25T04:28:01.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,9.0,0.1954956055
,2024-11-25T04:28:02.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,9.0,-
,2024-11-25T04:28:03.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2113647461
,2024-11-25T04:28:04.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2166442872
,2024-11-25T04:28:05.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2325134278
,2024-11-25T04:28:06.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.875,0.2377929688
,2024-11-25T04:28:07.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.875,0.2377929688
,2024-11-25T04:28:08.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.8125,0.2430725098
,2024-11-25T04:28:09.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.8125,0.2430725098
,2024-11-25T04:28:10.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.8125,0.2483520508
,2024-11-25T04:28:11.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0625,8.75,0.2536315919
,2024-11-25T04:28:12.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2589111329
,2024-11-25T04:28:13.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2747802735
,2024-11-25T04:28:14.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.2906188966
,2024-11-25T04:28:15.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.9375,8.9375,0.3117675782
,2024-11-25T04:28:16.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.875,0.3223266603
,2024-11-25T04:28:17.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,15.0,8.8125,0.3329162599
,2024-11-25T04:28:18.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.8125,9.1875,0.3329162599
,2024-11-25T04:28:19.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.8125,9.125,-
,2024-11-25T04:28:20.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.8125,9.125,0.3381958009
,2024-11-25T04:28:21.999Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.6875,9.3125,0.3487548829
,2024-11-25T04:28:23.027Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.75,9.3125,0.3646240236
,2024-11-25T04:28:24.018Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.75,9.25,0.3751831056
,2024-11-25T04:28:25.019Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.75,9.1875,0.3804626466
,2024-11-25T04:28:26.018Z,37.5495580182,127.0740677386,36.4723510912,0.0,249.5307850766,14.8125,9.1875,0.3857421876
,2024-11-25T04:28:27.019Z,37.5495558808,127.0741094805,35.4542846844,0.0221557617,249.5307850766,14.875,9.0,0.3910522462
,2024-11-25T04:28:28.018Z,37.5495559646,127.0741096481,35.4497375653,0.0,249.5307850766,14.875,9.0,0.3910522462
,2024-11-25T04:28:29.013Z,37.5495559646,127.0741094805,35.5792846845,0.0,249.5307850766,14.9375,8.9375,0.3910522462
,2024-11-25T04:28:30.012Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0,8.8125,0.4016113283
,2024-11-25T04:28:31.014Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0,8.8125,0.4016113283
,2024-11-25T04:28:32.013Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0,8.8125,0.4068908693
,2024-11-25T04:28:33.014Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0625,8.75,0.4068908693
,2024-11-25T04:28:34.012Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0625,8.6875,0.4068908693
,2024-11-25T04:28:35.017Z,37.5495559227,127.0741094805,35.6313171552,0.0,249.5307850766,15.0625,8.6875,0.4121704103
,2024-11-25T04:28:36.015Z,37.5495558808,127.0741086423,35.7714233565,0.0882110595,249.5307850766,15.1875,8.5,-
,2024-11-25T04:28:37.016Z,37.5495560065,127.0741090614,35.7780456709,0.0,249.5307850766,15.1875,8.5,0.4174499513
,2024-11-25T04:28:38.016Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.1875,8.5,0.438598633
,2024-11-25T04:28:39.017Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.25,8.4375,0.443878174
,2024-11-25T04:28:40.017Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.25,8.4375,0.443878174
,2024-11-25T04:28:41.015Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.25,8.375,0.449157715
,2024-11-25T04:28:42.013Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.3125,8.3125,0.449157715
,2024-11-25T04:28:43.013Z,37.5495561323,127.0741097319,35.7460022139,0.0,249.5307850766,15.375,8.1875,0.4333190919
,2024-11-25T04:28:44.015Z,37.549556258,127.0741096481,35.6291198896,0.0,249.5307850766,15.375,8.1875,0.4333190919
,2024-11-25T04:28:45.014Z,37.549556258,127.0741096481,35.6291198896,0.0,249.5307850766,15.375,8.125,0.438598633
,2024-11-25T04:28:46.015Z,37.549556258,127.0741096481,35.6291198896,0.0,249.5307850766,15.4375,8.0625,0.4597473146
,2024-11-25T04:28:47.016Z,37.549556258,127.0741096481,35.6291198896,0.0,249.5307850766,15.4375,8.0625,0.4650268556
,2024-11-25T04:28:48.015Z,37.549556258,127.0741096481,35.6291198896,0.0,249.5307850766,15.4375,8.0,0.4703063967
,2024-11-25T04:28:49.014Z,37.5495565933,127.0741095643,35.6004333661,0.0246124267,249.5307850766,15.5625,7.8125,0.4808654787
,2024-11-25T04:28:50.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.5625,7.8125,0.4914550783
,2024-11-25T04:28:51.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0625,8.6875,0.4914550783
,2024-11-25T04:28:52.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.8125,9.125,0.5020141603
,2024-11-25T04:28:53.017Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.875,9.0625,-
,2024-11-25T04:28:54.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.875,9.0625,0.517883301
,2024-11-25T04:28:55.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.875,9.0,0.528442383
,2024-11-25T04:28:56.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,8.9375,0.528442383
,2024-11-25T04:28:57.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.75,9.25,0.528442383
,2024-11-25T04:28:58.013Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.75,9.25,0.528442383
,2024-11-25T04:28:59.012Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.75,9.1875,0.528442383
,2024-11-25T04:29:00.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.8125,9.125,0.5125732424
,2024-11-25T04:29:01.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.8125,9.125,0.5125732424
,2024-11-25T04:29:02.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.875,9.0,0.5020141603
,2024-11-25T04:29:03.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,9.0,0.4914550783
,2024-11-25T04:29:04.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,8.9375,0.4914550783
,2024-11-25T04:29:05.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,8.9375,0.5072937014
,2024-11-25T04:29:06.012Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0,8.875,0.5072937014
,2024-11-25T04:29:07.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0,8.8125,0.5072937014
,2024-11-25T04:29:08.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0,8.8125,0.5125732424
,2024-11-25T04:29:09.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0625,8.75,0.5125732424
,2024-11-25T04:29:10.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0625,8.75,-
,2024-11-25T04:29:11.013Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0625,8.6875,0.523162842
,2024-11-25T04:29:12.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.125,8.625,0.539001465
,2024-11-25T04:29:13.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.125,8.625,0.5442810061
,2024-11-25T04:29:14.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.125,8.5625,0.5495910647
,2024-11-25T04:29:15.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.1875,8.5,0.5548706057
,2024-11-25T04:29:16.013Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.1875,8.5,0.5548706057
,2024-11-25T04:29:17.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.25,8.4375,0.5495910647
,2024-11-25T04:29:18.014Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.25,8.375,0.539001465
,2024-11-25T04:29:19.016Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.875,9.0,0.539001465
,2024-11-25T04:29:20.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,9.0,0.5495910647
,2024-11-25T04:29:21.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.9375,8.9375,0.5495910647
,2024-11-25T04:29:22.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,15.0,8.8125,0.5495910647
,2024-11-25T04:29:23.015Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.75,9.25,0.5601501467
,2024-11-25T04:29:24.013Z,37.5495566352,127.0741097319,35.5946045087,0.0,249.5307850766,14.8125,9.1875,0.5654296877
,2024-11-25T04:29:25.015Z,37.5495731475,127.0741285912,35.4888611005,0.0772247314,249.5307850766,14.8125,9.125,0.5707092287
,2024-11-25T04:29:26.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.8125,9.125,0.5707092287
,2024-11-25T04:29:27.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.875,9.0625,-
,2024-11-25T04:29:28.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.625,9.375,0.5548706057
,2024-11-25T04:29:29.013Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.6875,9.375,0.5548706057
,2024-11-25T04:29:30.015Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.75,9.25,0.5548706057
,2024-11-25T04:29:31.015Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.75,9.3125,0.539001465
,2024-11-25T04:29:32.016Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.8125,9.1875,0.533721924
,2024-11-25T04:29:33.015Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.8125,9.125,0.528442383
,2024-11-25T04:29:34.015Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.8125,9.125,0.523162842
,2024-11-25T04:29:35.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.875,9.0625,0.523162842
,2024-11-25T04:29:36.013Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.875,9.0625,0.523162842
,2024-11-25T04:29:37.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.875,9.0,0.517883301
,2024-11-25T04:29:38.012Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.9375,8.9375,0.517883301
,2024-11-25T04:29:39.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,14.9375,8.9375,0.5125732424
,2024-11-25T04:29:40.014Z,37.5495727284,127.0741290941,35.5440979169,0.0,249.5307850766,15.0,8.875,0.5072937014
,2024-11-25T04:29:51.015Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.875,9.0625,0.5125732424
,2024-11-25T04:29:52.016Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.875,9.0,0.5125732424
,2024-11-25T04:29:53.014Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.9375,8.9375,0.5125732424
,2024-11-25T04:29:54.015Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.6875,9.375,0.533721924
,2024-11-25T04:29:55.014Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.6875,9.3125,0.5495910647
,2024-11-25T04:29:56.014Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.6875,9.3125,0.5601501467
,2024-11-25T04:29:58.015Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.75,9.25,0.5654296877
,2024-11-25T04:29:59.017Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.75,9.1875,0.5442810061
,2024-11-25T04:30:00.015Z,37.5495755783,127.0741281721,35.1649780437,0.0,249.5307850766,14.8125,9.125,-
