"name: LYS1120wens, distance: 18945.753847182, start time: 2024-11-20T07:25:39.289Z, duration: 30670.0200002193",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-20T07:26:16.345Z,37.5502730783,127.0732692785,20.8730163671,1.4401397708,-,6.1875,3.9375,-61.6600952435
,2024-11-20T07:26:16.945Z,37.5502672948,127.0732613995,20.8730774022,1.4466400149,-,6.3125,3.9375,-61.5491028118
,2024-11-20T07:26:17.399Z,37.550263984,127.0732541911,20.8731079198,1.4549407962,-,6.4375,3.9375,-61.7604980756
,2024-11-20T07:26:17.939Z,37.5502595835,127.0732462282,20.8731384374,1.4552764895,-,6.5625,3.9375,-61.7710571576
,2024-11-20T07:26:18.406Z,37.5502607989,127.0732354994,20.8731994726,1.4599304202,-,6.6875,2.9375,-61.839752226
,2024-11-20T07:26:18.900Z,37.5502576975,127.0732272851,20.8732299901,1.4586944583,-,6.6875,2.9375,-61.5596924114
,2024-11-20T07:26:20.187Z,37.5502510758,127.0732058275,20.8732910253,1.4474029544,-,6.75,2.9375,-61.1897583292
,2024-11-20T07:26:21.048Z,37.5502491899,127.0731916621,20.8733520605,1.3879547122,-,6.8125,3.0625,-61.7129211713
,2024-11-20T07:26:21.521Z,37.5502493995,127.0731829449,20.8734130956,1.3807220462,-,6.875,3.0,-61.7763366986
,2024-11-20T07:26:22.101Z,37.5502459629,127.0731743953,20.8734436132,1.3809204104,-,6.875,3.0,-61.7657776166
,2024-11-20T07:26:22.571Z,37.5502461724,127.073165762,20.8735046483,1.3834381106,-,6.9375,3.0,-61.5649719524
,2024-11-20T07:26:23.087Z,37.5502474716,127.0731556199,20.8735351659,1.3766937259,-,6.9375,3.0,-61.7076416302
,2024-11-20T07:26:23.658Z,37.5502470944,127.0731451425,20.8735962011,1.3834686282,-,7.125,3.0,-61.5702514935
,2024-11-20T07:26:24.181Z,37.5502638582,127.0731298874,20.8736267187,1.3558044436,-,7.25,2.25,-61.6336670208
,2024-11-20T07:26:24.705Z,37.550262098,127.0731230981,20.8736877538,1.3581695559,-,7.25,2.25,-61.6600952435
,2024-11-20T07:26:25.246Z,37.5502641935,127.0731109443,20.8737182714,1.357513428,-,7.3125,2.25,-61.3430176066
,2024-11-20T07:26:26.186Z,37.5502632715,127.0730931747,20.8737793065,1.3611145022,-,7.5,2.25,-61.4909668255
,2024-11-20T07:26:26.879Z,37.5502697675,127.0730752374,20.8738708593,1.299713135,-,7.5,2.1875,-61.744628935
,2024-11-20T07:26:27.440Z,37.550282969,127.0730549532,20.8739318944,1.2403564456,-,7.3125,2.1875,-61.5068359661
,2024-11-20T07:26:28.001Z,37.5502836814,127.0730448949,20.8739929296,1.2306823733,-,7.25,2.1875,-61.401153593
,2024-11-20T07:26:28.646Z,37.5502897583,127.0730293884,20.8740539647,1.2415161135,-,7.0,2.1875,-61.1527710245
,2024-11-20T07:26:29.207Z,37.5502938655,127.0730172346,20.8741149999,1.2169494631,-,6.625,2.375,-61.6231079388
,2024-11-20T07:26:29.809Z,37.5502918957,127.0730085175,20.8741760351,1.2090911868,-,6.4375,2.375,-61.4804077434
,2024-11-20T07:26:30.929Z,37.5502884591,127.0729986268,20.8742370702,1.133987427,-,6.0,2.25,-61.4592590618
,2024-11-20T07:26:32.087Z,37.5502974697,127.0730233534,20.8742065526,2.0605010991,-,5.75,2.25,-61.3007507609
,2024-11-20T07:26:33.099Z,37.5503052648,127.0730542827,20.8741455175,1.7956542972,-,5.6875,2.3125,-61.4275512981
,2024-11-20T07:26:34.099Z,37.5503165804,127.073077752,20.8740539647,0.905105591,-,6.1875,2.3125,-61.5755310345
,2024-11-20T07:26:34.809Z,37.5503189693,127.0730845413,20.8739929296,0.8966522218,-,6.25,1.9375,-61.4856872844
,2024-11-20T07:26:35.402Z,37.5503161613,127.073121757,20.8739013769,0.8343963624,-,6.625,1.9375,-61.5755310345
,2024-11-20T07:26:36.087Z,37.5503164966,127.0731289654,20.8738403417,0.9667663576,-,6.6875,1.9375,-61.5491028118
,2024-11-20T07:26:37.087Z,37.5503175862,127.0731358386,20.8737793065,0.7430114747,-,6.75,1.9375,-61.6125183392
,2024-11-20T07:26:38.087Z,37.5503203942,127.0731449749,20.8737182714,0.8114471437,-,6.5,2.0,-61.4539795208
,2024-11-20T07:26:39.019Z,37.5503225735,127.0731521833,20.8736877538,0.7078094484,-,6.1875,2.0,-61.6706543255
,2024-11-20T07:26:39.783Z,37.550325088,127.0731602299,20.8736267187,0.7744293214,-,6.0625,2.0,-61.5966797161
,2024-11-20T07:26:40.503Z,37.5503277703,127.073173138,20.8735962011,0.8303222658,-,5.9375,1.75,-61.5173950481
,2024-11-20T07:26:41.088Z,37.5503289856,127.0731799274,20.8735656835,0.9290008547,-,5.9375,1.75,-61.406433134
,2024-11-20T07:26:42.088Z,37.5503295724,127.0731914944,20.8735046483,0.8960571291,-,6.0,1.75,-61.7023620892
,2024-11-20T07:26:43.177Z,37.5503267644,127.0732022233,20.8734741308,0.8858947755,-,6.0625,1.75,-61.5755310345
,2024-11-20T07:26:44.041Z,37.5503231602,127.07320742,20.8734130956,0.8395843507,-,6.125,1.6875,-62.2096863082
,2024-11-20T07:26:44.624Z,37.5503202685,127.0732068333,20.8734130956,0.6970520021,-,6.125,1.6875,-61.3588562297
,2024-11-20T07:26:45.088Z,37.550318173,127.0732067495,20.873382578,0.7040100099,-,6.1875,1.6875,-61.2320251749
,2024-11-20T07:26:46.087Z,37.5503140658,127.0732068333,20.873382578,0.5406188966,-,6.3125,1.875,-61.6177978802
,2024-11-20T07:26:47.139Z,37.5503140658,127.0732038996,20.873382578,0.3180084229,-,6.3125,1.875,-61.4909668255
,2024-11-20T07:26:48.013Z,37.5503152812,127.073201888,20.873382578,0.1769866943,-,6.375,1.875,-61.5438232708
,2024-11-20T07:26:49.038Z,37.5503172929,127.0732004631,20.873382578,0.1410675049,-,6.3125,1.875,-61.5755310345
,2024-11-20T07:26:50.087Z,37.5503187597,127.073200966,20.8734130956,0.0912017822,-,6.375,1.875,-61.6125183392
,2024-11-20T07:26:51.090Z,37.5503186759,127.0732010498,20.8734130956,0.1036682129,-,6.375,1.875,-61.7869262983
,2024-11-20T07:26:52.003Z,37.5503134791,127.0732005469,20.8734130956,0.1262512207,-,6.375,1.875,-61.2584533976
,2024-11-20T07:26:53.087Z,37.5503138982,127.0732013851,20.8734130956,0.2099609375,-,6.375,1.875,-61.5702514935
,2024-11-20T07:26:54.088Z,37.5503319612,127.073218065,20.873382578,2.0622863774,-,7.875,1.875,-61.6231079388
,2024-11-20T07:26:55.088Z,37.5503862759,127.07325746,20.8732910253,2.4766998296,-,10.3125,1.875,-61.2584533976
,2024-11-20T07:26:55.971Z,37.550413559,127.073275062,20.8731994726,1.6187438968,-,13.875,1.875,-60.9889526651
,2024-11-20T07:26:57.088Z,37.550490463,127.0733166362,20.8730774022,2.3323822026,-,15.4375,1.875,-61.3535766887
,2024-11-20T07:26:57.965Z,37.5505048799,127.0733291253,20.8729858495,1.6475677494,-,16.4375,1.875,-61.0576477335
,2024-11-20T07:26:59.087Z,37.550515483,127.073330634,20.8729248144,0.0028991699,-,17.5625,1.875,-61.0206604288
,2024-11-20T07:27:00.088Z,37.5505095737,127.0733263592,20.8728942968,0.0052642822,-,17.9375,1.875,-61.2584533976
,2024-11-20T07:27:01.029Z,37.5505048799,127.0733186479,20.8728942968,0.0942840576,-,17.125,1.9375,-61.2003174113
,2024-11-20T07:27:02.056Z,37.5504898763,127.0733022194,20.8729248144,0.0895996093,-,16.5625,2.0,-61.1633301066
,2024-11-20T07:27:03.088Z,37.550486272,127.0732995371,20.8729248144,0.0777130127,-,15.875,2.0,-61.0893554971
,2024-11-20T07:27:03.992Z,37.5504846795,127.073298196,20.8729553319,0.1063995361,-,15.0625,2.0625,-61.311309843
,2024-11-20T07:27:05.087Z,37.550484889,127.0732975255,20.8729553319,0.1151428222,-,14.0625,2.0625,-61.6072387982
,2024-11-20T07:27:05.604Z,37.5504847633,127.0732966873,20.8729553319,0.0929718017,-,13.1875,2.0625,-61.2743225382
,2024-11-20T07:27:06.412Z,37.5504843861,127.0732958491,20.8729858495,0.0793914795,-,12.25,2.0625,-60.899108915
,2024-11-20T07:27:06.949Z,37.5504676642,127.0732932507,20.8729858495,0.1231231689,-,12.0625,2.1875,-61.4645691204
,2024-11-20T07:27:08.041Z,37.5504506909,127.073291742,20.8729858495,0.1580810547,-,11.625,2.1875,-61.0787964151
,2024-11-20T07:27:09.045Z,37.5504453684,127.0732938375,20.8729858495,0.1545257568,-,11.3125,2.25,-60.9519653604
,2024-11-20T07:27:10.071Z,37.5504430633,127.073293586,20.8729858495,0.1572113037,-,11.125,2.25,-61.1210632608
,2024-11-20T07:27:11.096Z,37.5504412612,127.0732928316,20.8729858495,0.1688690185,-,10.9375,2.25,-61.2478943156
,2024-11-20T07:27:18.355Z,37.5504156964,127.0732906523,20.8729858495,0.0826873779,-,9.25,2.75,-61.1633301066
,2024-11-20T07:27:19.839Z,37.5504048838,127.0732870481,20.8730163671,0.0898132324,-,9.0,2.8125,-68.762512239
,2024-11-20T07:27:24.163Z,37.5504022854,127.0732839468,20.8730163671,0.0522766113,-,8.8125,3.3125,-62.1885376266
,2024-11-20T07:27:29.250Z,37.5504020758,127.0732870481,20.8730163671,0.0908050537,-,8.875,2.3125,-58.7324524199
,2024-11-20T07:27:32.179Z,37.5503643992,127.0732425402,24.3344726675,0.0902099609,-,17.1875,3.0,-49.5901794664
,2024-11-20T07:27:37.733Z,37.5503303686,127.0732197414,30.4819030903,0.2310333252,-,60.0,3.1875,-40.4161987492
,2024-11-20T07:27:42.186Z,37.5501452962,127.0731408677,36.0731201339,1.7213745121,-,40.4375,2.3125,-37.8796081719
,2024-11-20T07:27:47.070Z,37.5502553925,127.0731389399,39.5346985047,0.3893890381,-,18.5625,4.0625,-37.6523742851
,2024-11-20T07:27:53.092Z,37.5502985593,127.0731735571,41.6029968455,0.1283111572,-,36.5,3.5,-37.4779968436
,2024-11-20T07:27:53.850Z,37.5503299915,127.0732002954,42.8387756547,0.959503174,-,38.25,3.5,-37.3828735525
,2024-11-20T07:27:54.348Z,37.5503500661,127.073218568,43.5771484577,1.1972198489,-,36.6875,3.875,-37.3987426931
,2024-11-20T07:27:54.941Z,37.5503627647,127.0731679413,44.0184326376,1.2148437502,-,30.9375,3.875,-36.7328796557
,2024-11-20T07:27:55.569Z,37.550363561,127.0731637503,44.2821045128,1.1748046877,-,27.8125,3.0625,-36.8280029468
,2024-11-20T07:27:56.042Z,37.5503652793,127.073159727,44.4396667687,1.1796112063,-,26.75,3.0625,-37.2983093435
,2024-11-20T07:27:56.663Z,37.5503623875,127.073156039,44.5338134973,1.1926727297,-,25.0625,2.25,-37.3036194021
,2024-11-20T07:27:57.694Z,37.5503591605,127.0731521833,44.5900879113,1.2009124758,-,23.1875,3.9375,-36.6800232104
,2024-11-20T07:27:58.760Z,37.5503526645,127.0731565419,44.6236877649,1.3246459964,-,20.0625,3.125,-37.6682434257
,2024-11-20T07:27:59.230Z,37.5503385829,127.0731803465,44.6437378137,1.2492065432,-,16.875,2.25,-38.054016131
,2024-11-20T07:27:59.881Z,37.550354299,127.0731266185,44.6558227747,0.9295349123,-,16.5625,3.625,-37.0499572926
,2024-11-20T07:28:01.001Z,37.5503665785,127.0730956893,44.6630859582,1.1802215578,-,15.875,2.875,-36.9812622242
,2024-11-20T07:28:02.101Z,37.5503697636,127.0730954378,44.6674194543,1.181442261,-,15.0625,3.5,-37.636535662
,2024-11-20T07:28:02.589Z,37.5503699731,127.0730992935,44.6700134485,1.1787567141,-,15.125,3.5,-37.4727173026
,2024-11-20T07:28:03.090Z,37.5503694702,127.0731075916,44.6715393274,1.1444702151,-,15.0,3.5625,-37.3406067068
,2024-11-20T07:28:03.786Z,37.5503693864,127.0731169793,44.6724243372,1.0914306643,-,14.875,3.5625,-37.5836792167
,2024-11-20T07:28:04.380Z,37.5503569812,127.0731371797,44.672943136,1.08291626,-,15.0625,1.875,-37.4674377615
,2024-11-20T07:28:04.945Z,37.5503759662,127.0730991258,44.6733093469,1.0779724123,-,14.5,1.875,-36.9865417652
,2024-11-20T07:28:05.629Z,37.5503789837,127.0730965275,44.67352297,1.071411133,-,14.1875,3.25,-37.1979065114
,2024-11-20T07:28:06.136Z,37.5503818754,127.0730922527,44.6736755579,1.0817718508,-,14.0625,3.25,-37.0288086109
,2024-11-20T07:28:07.091Z,37.5503852701,127.073087475,44.6737671106,1.028442383,-,13.5625,1.9375,-37.11337282
,2024-11-20T07:28:08.090Z,37.5503856892,127.0730836193,44.6738281458,0.9444885256,-,12.8125,2.25,-40.2946472355
,2024-11-20T07:28:08.745Z,37.5503867789,127.0730806857,44.6738586633,0.8670654298,-,12.125,2.25,-35.8450622725
,2024-11-20T07:28:09.281Z,37.5503861921,127.0730799313,44.6738891809,0.8292083742,-,11.6875,2.3125,-37.9271850762
,2024-11-20T07:28:10.120Z,37.5503918918,127.0730411231,44.6739807336,0.8408050539,-,11.125,2.3125,-36.2467041184
,2024-11-20T07:28:11.082Z,37.5503890839,127.0730347528,44.6740417688,0.8291168214,-,11.0,1.8125,-36.606048601
,2024-11-20T07:28:11.910Z,37.550386695,127.0730329926,44.6740722864,0.826690674,-,10.75,2.6875,-36.9178466968
,2024-11-20T07:28:12.470Z,37.5503838871,127.0730336632,44.674102804,0.780822754,-,10.375,2.875,-36.9706726246
,2024-11-20T07:28:13.090Z,37.5503816659,127.0730306457,44.6741333215,0.7710266115,-,10.25,2.375,-37.2402038747
,2024-11-20T07:28:14.091Z,37.5503796961,127.073024024,44.6741333215,0.792327881,-,9.9375,1.875,-37.5202636893
,2024-11-20T07:28:14.770Z,37.5503861921,127.073017067,44.5936889856,0.7729187013,-,9.6875,2.5,-37.0235290699
,2024-11-20T07:28:16.090Z,37.5503919756,127.0730193301,44.5455932824,0.7480773927,-,9.375,1.9375,-36.5637817553
,2024-11-20T07:28:17.091Z,37.5503917661,127.0730294722,44.5168457238,0.7104339601,-,8.9375,1.625,-35.1739196941
,2024-11-20T07:28:18.090Z,37.5503916823,127.0730352557,44.4996643273,0.5677947999,-,8.4375,1.8125,-36.4527893236
,2024-11-20T07:28:19.091Z,37.5503925624,127.0730360939,44.4893799035,0.3751983643,-,7.8125,2.5,-37.3511657888
,2024-11-20T07:28:20.090Z,37.5503949931,127.0730392791,44.4832458703,0.231918335,-,7.0,1.8125,-37.557250994
,2024-11-20T07:28:21.090Z,37.5503965857,127.0730369321,44.4795837609,0.1749420166,-,6.75,1.625,-37.2877502615
,2024-11-20T07:28:22.090Z,37.5503981782,127.0730324897,44.4773864953,0.1472625732,-,6.5,2.0,-37.3353271658
,2024-11-20T07:28:23.091Z,37.5503998965,127.0730260356,44.476104757,0.1203002929,-,6.3125,1.8125,-37.3670349295
,2024-11-20T07:28:24.101Z,37.5504021596,127.0730220962,44.4753418175,0.1006317138,-,6.1875,1.8125,-37.3458862478
,2024-11-20T07:28:25.090Z,37.5504046742,127.0730146363,44.4748840539,0.0646057129,-,5.9375,1.5625,-37.4251403982
,2024-11-20T07:28:26.091Z,37.5504053867,127.0730112835,44.4746399132,0.094039917,-,5.8125,1.75,-37.3828735525
,2024-11-20T07:28:27.090Z,37.5504067697,127.0730079307,44.4744873253,0.1026000976,-,5.625,1.6875,-37.3300171072
,2024-11-20T07:28:28.091Z,37.5504065601,127.0730094395,44.4743957726,0.0969238281,-,5.5625,1.6875,-37.3247375662
,2024-11-20T07:28:29.091Z,37.5504053867,127.0730075955,44.4743347375,0.061843872,-,5.3125,1.5,-37.3088989431
,2024-11-20T07:28:30.090Z,37.5504063925,127.073003656,44.4743042199,0.0612945556,-,5.0,1.625,-37.2031860524
,2024-11-20T07:28:31.091Z,37.5504069792,127.0730033207,44.4743042199,0.1000061035,-,4.875,1.5625,-37.3617248709
,2024-11-20T07:28:32.090Z,37.5504073983,127.0730009738,44.4743042199,0.0588684082,-,4.75,1.6875,-37.3828735525
,2024-11-20T07:28:33.162Z,37.5504072726,127.0730005547,44.4743042199,0.0036926269,-,4.6875,1.6875,-37.2507629567
,2024-11-20T07:28:34.090Z,37.5504093681,127.072995777,44.4743042199,0.05178833,-,4.5,1.5,-37.3775940115
,2024-11-20T07:28:35.767Z,37.5504095776,127.0729958608,44.4743042199,0.0529632568,-,4.5625,1.5,-37.1820678884
,2024-11-20T07:28:37.105Z,37.5504303648,127.0729381933,44.4743957726,0.3536987305,-,5.0625,1.5,-37.208496111
,2024-11-20T07:28:38.104Z,37.5504306581,127.0729374389,44.4744568078,0.1786499023,-,5.1875,1.5625,-37.11337282
,2024-11-20T07:28:39.104Z,37.5504307838,127.0729373551,44.4745178429,0.0826568603,-,5.5625,1.375,-37.1873474294
,2024-11-20T07:28:40.105Z,37.5504310772,127.0729371875,44.4745178429,0.0526885986,-,5.5625,1.375,-37.2402038747
,2024-11-20T07:28:41.106Z,37.5504312868,127.0729367684,44.4745483605,0.0442962646,-,5.5,1.375,-37.2348938161
,2024-11-20T07:28:42.106Z,37.5504314963,127.0729366846,44.4745483605,0.0312194824,-,5.5,1.4375,-37.3247375662
,2024-11-20T07:28:43.105Z,37.5504318735,127.0729361816,44.4745483605,0.0475616455,-,5.5625,1.4375,-37.1397705251
,2024-11-20T07:28:44.105Z,37.550432083,127.0729358464,44.4745788781,0.0417175293,-,5.6875,1.3125,-37.3194580251
,2024-11-20T07:28:45.105Z,37.5504322926,127.0729357625,44.4745788781,0.0309753418,-,5.8125,1.25,-44.9450683803
,2024-11-20T07:28:46.105Z,37.5504378666,127.0729325774,44.4745788781,0.1917572021,-,5.9375,1.3125,-36.7276001147
,2024-11-20T07:28:47.105Z,37.5504530797,127.0729181606,44.4746093957,0.2462463379,-,6.125,1.3125,-37.1503601247
,2024-11-20T07:28:48.105Z,37.5504583603,127.0729082699,44.4746399132,0.2886810303,-,6.4375,1.375,-36.0300293136
,2024-11-20T07:28:49.105Z,37.550471478,127.0729297276,44.4746399132,0.2186431885,-,7.5625,1.25,-36.8808288745
,2024-11-20T07:28:50.105Z,37.5504859787,127.072890165,44.4746704308,0.1998443603,-,7.6875,1.3125,-37.5044250662
,2024-11-20T07:28:51.105Z,37.5504826678,127.0729564659,44.4746093957,2.6589965826,-,8.375,1.125,-37.129211443
,2024-11-20T07:28:52.105Z,37.5504821649,127.0729808572,44.4745178429,2.3861083989,-,9.4375,1.25,-37.5202636893
,2024-11-20T07:28:53.104Z,37.5504789798,127.0730155583,44.4743957726,2.7585906988,-,10.375,1.3125,-36.9918213062
,2024-11-20T07:28:54.105Z,37.5504782673,127.0730232696,44.4743042199,1.5472869876,-,10.1875,1.3125,-37.5942688163
,2024-11-20T07:28:55.105Z,37.5504781835,127.0730225991,44.4742737023,0.8493652345,-,11.25,1.25,-37.8267822441
,2024-11-20T07:28:56.105Z,37.550496498,127.0729882333,44.4743042199,0.7654571534,-,12.0,1.25,-37.2560424978
,2024-11-20T07:28:57.104Z,37.5505077716,127.072965183,44.474365255,1.1775054934,-,12.375,1.125,-37.3617248709
,2024-11-20T07:28:58.106Z,37.5505071849,127.0729598186,44.4743957726,0.619796753,-,13.3125,1.25,-36.8227234058
,2024-11-20T07:28:59.105Z,37.550512675,127.0729494251,44.4744568078,0.6399230958,-,13.5,1.25,-37.3564453298
,2024-11-20T07:29:00.104Z,37.5505163631,127.0729426357,44.4744873253,0.6406555177,-,14.25,1.25,-37.1661987477
,2024-11-20T07:29:01.104Z,37.5504887866,127.0729841261,44.4744262902,0.2699279785,-,13.8125,1.0625,-37.3247375662
,2024-11-20T07:29:02.104Z,37.5504750822,127.0730040751,44.474365255,0.0882568359,-,13.3125,1.25,-37.4251403982
,2024-11-20T07:29:03.106Z,37.5504675804,127.0730144686,44.4743042199,0.1184234619,-,12.5625,1.25,-36.9706726246
,2024-11-20T07:29:04.105Z,37.5504639762,127.073019833,44.4742737023,0.1650390625,-,12.0,1.125,-37.4410095389
,2024-11-20T07:29:05.105Z,37.5504621741,127.0730232696,44.4742431847,0.1855163574,-,11.9375,1.25,-37.4727173026
,2024-11-20T07:29:06.105Z,37.550461294,127.0730242754,44.4742126671,0.1793823242,-,11.4375,1.3125,-37.2771911794
