"name: LYS1125mon, distance: 8830.0393762842, start time: 2024-11-25T05:57:37.173Z, duration: 14409.5519998073",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-25T05:57:55.153Z,37.5536446989,127.0736911397,12.5714416562,2.0532531743,-,5.4375,1.5,-65.4385376281
,2024-11-25T05:57:55.673Z,37.5536352692,127.0737316243,12.5712890683,1.9909515385,-,5.5,1.5,-65.4226684874
,2024-11-25T05:57:56.152Z,37.5536314974,127.0737554289,12.5711364804,2.3433685308,-,5.5625,1.1875,-65.5865173645
,2024-11-25T05:57:56.718Z,37.5536343891,127.0737772218,12.5710449277,2.3423919683,-,5.625,1.1875,-65.6816406555
,2024-11-25T05:57:57.554Z,37.5536352692,127.0737959973,12.5709228574,1.7738494877,-,5.75,1.1875,-65.7556152649
,2024-11-25T05:57:58.153Z,37.5536321679,127.0738126773,12.5708313046,2.2860107427,-,5.9375,1.1875,-65.7556152649
,2024-11-25T05:57:58.799Z,37.5536290666,127.0738382421,12.5707397519,2.4833068853,-,5.9375,1.1875,-65.7027588196
,2024-11-25T05:58:00.218Z,37.5536257977,127.0738773856,12.5706176816,2.1316833501,-,6.125,1.1875,-65.5600891418
,2024-11-25T05:58:01.225Z,37.5536365684,127.0739008549,12.5704956113,2.0476531987,-,6.1875,1.25,-65.3856811827
,2024-11-25T05:58:02.152Z,37.5536379934,127.0739251624,12.570373541,2.2491302495,-,6.375,1.25,-65.2377319639
,2024-11-25T05:58:02.674Z,37.5536354788,127.0739408366,12.5702819882,2.3130950933,-,6.4375,1.25,-65.1267395322
,2024-11-25T05:58:03.179Z,37.5536296953,127.0739538285,12.5701904355,2.3428497319,-,6.5,1.25,-65.0052185361
,2024-11-25T05:58:03.714Z,37.5536146917,127.0739662337,12.5701294003,2.5176391607,-,6.4375,1.25,-64.746246368
,2024-11-25T05:58:04.239Z,37.5536030827,127.0739782198,12.5700683652,2.6004028326,-,6.375,1.25,-64.9047851864
,2024-11-25T05:58:04.756Z,37.5535925635,127.0739846739,12.57000733,2.7300262457,-,6.375,1.25,-64.7251282039
,2024-11-25T05:58:05.442Z,37.5535781885,127.0739882781,12.5699768124,2.3866424566,-,6.375,1.25,-65.4913940734
,2024-11-25T05:58:06.152Z,37.5535697647,127.0739927205,12.5699462949,2.0260162358,-,6.375,1.25,-65.327575714
,2024-11-25T05:58:07.154Z,37.5535571918,127.0740016892,12.5699157773,1.9230804447,-,6.3125,1.3125,-65.776733429
,2024-11-25T05:58:08.152Z,37.5535427749,127.0740150164,12.5698852597,1.8357238773,-,6.3125,1.3125,-65.0157776181
,2024-11-25T05:58:09.153Z,37.5535328843,127.0740255776,12.5698242246,1.6379394535,-,6.375,1.3125,-65.1637268369
,2024-11-25T05:58:09.697Z,37.5535279809,127.0740333728,12.569793707,1.5186004642,-,6.3125,1.3125,-65.0104980771
,2024-11-25T05:58:10.152Z,37.5535245862,127.0740399945,12.5697631894,1.5270538333,-,6.4375,1.3125,-65.9934082338
,2024-11-25T05:58:10.636Z,37.55352006,127.0740479573,12.5697326718,1.4782714847,-,6.375,1.3125,-65.8031616517
,2024-11-25T05:58:11.153Z,37.5535139831,127.0740522321,12.5697021542,1.5074920657,-,6.3125,1.3125,-65.7820434876
,2024-11-25T05:58:11.713Z,37.5535062718,127.0740563392,12.5696716367,1.4909210208,-,6.4375,1.3125,-65.0897522275
,2024-11-25T05:58:12.195Z,37.5534995662,127.0740600272,12.5696411191,1.5273895267,-,6.4375,1.3125,-65.2218628233
,2024-11-25T05:58:13.152Z,37.5534866581,127.0740665651,12.5696106015,1.5225067142,-,6.4375,1.375,-65.2165832823
,2024-11-25T05:58:14.152Z,37.553475594,127.0740716781,12.5696106015,1.4890441897,-,6.4375,1.375,-65.248291046
,2024-11-25T05:58:15.153Z,37.5534636917,127.0740806467,12.5695800839,1.4492950442,-,6.4375,1.375,-64.9629211728
,2024-11-25T05:58:15.872Z,37.55345707,127.0740880228,12.5695495664,1.367492676,-,6.375,1.375,-65.6710510559
,2024-11-25T05:58:16.414Z,37.5534516637,127.0740920461,12.5695190488,1.3641357425,-,5.75,1.375,-65.253570587
,2024-11-25T05:58:17.153Z,37.553444078,127.0740994222,12.5694885312,1.3597412112,-,5.4375,1.375,-64.8836670224
,2024-11-25T05:58:18.153Z,37.5534340617,127.0741115759,12.569427496,1.3394012454,-,4.75,1.375,-64.5190124812
,2024-11-25T05:58:19.112Z,37.5534254702,127.0741261604,12.8913879454,1.3357238772,-,4.1875,1.6875,-64.9418030087
,2024-11-25T05:58:20.153Z,37.5534180941,127.0741387333,13.0837097228,1.3545532229,-,3.9375,1.6875,-65.1109009092
,2024-11-25T05:58:21.153Z,37.5534111791,127.0741522282,13.1986389221,1.3425140383,-,3.5,1.75,-65.1214599912
,2024-11-25T05:58:21.756Z,37.5534060661,127.0741595204,13.2672729553,1.2987060549,-,3.75,1.75,-65.2747192686
,2024-11-25T05:58:22.294Z,37.5534012884,127.0741661421,13.3082885804,1.2739715579,-,3.9375,1.75,-65.2799988096
,2024-11-25T05:58:22.818Z,37.5533967622,127.074171758,13.332763678,1.2672424319,-,4.0625,1.75,-65.4068298644
,2024-11-25T05:58:23.454Z,37.5533908949,127.0741788826,13.347381598,1.2650451663,-,4.3125,1.75,-65.1056213682
,2024-11-25T05:58:23.911Z,37.5533795793,127.0741835765,13.4366149964,1.2596130374,-,4.5,2.1875,-65.2905578917
,2024-11-25T05:58:24.470Z,37.553376478,127.0741886894,13.4898986879,1.2569580081,-,4.625,2.1875,-64.9999084775
,2024-11-25T05:58:25.015Z,37.5533716584,127.0741942215,13.5217590394,1.2481994631,-,4.75,2.1875,-64.915374786
,2024-11-25T05:58:25.592Z,37.5533651624,127.0742013461,13.5407714906,1.2768402102,-,4.875,2.1875,-65.0157776181
,2024-11-25T05:58:26.058Z,37.5533601752,127.0742061238,13.5521240297,1.2758636477,-,4.9375,2.1875,-65.0104980771
,2024-11-25T05:58:26.712Z,37.5533524638,127.0742101471,13.558898932,1.248428345,-,5.0,2.1875,-65.0474853818
,2024-11-25T05:58:27.197Z,37.5533457583,127.0742123264,13.5629272524,1.2567901614,-,5.0625,2.25,-65.0104980771
,2024-11-25T05:58:27.783Z,37.5533385918,127.0742149248,13.565338141,1.2481842043,-,5.0625,2.25,-65.1901550596
,2024-11-25T05:58:28.290Z,37.5533313833,127.0742163497,13.5667724672,1.2616882327,-,5.0625,2.25,-64.9999084775
,2024-11-25T05:58:28.852Z,37.5533234625,127.0742192834,13.5676269594,1.2432556155,-,5.0625,1.8125,-64.9840698544
,2024-11-25T05:58:29.393Z,37.553319984,127.074220373,13.5681457582,1.238586426,-,5.0,1.75,-65.2747192686
,2024-11-25T05:58:29.918Z,37.5533145776,127.0742226361,13.568450934,1.2237854006,-,5.0,1.75,-65.0633240049
,2024-11-25T05:58:30.437Z,37.5533084588,127.0742246478,13.5686340395,1.2383880618,-,5.0,1.8125,-65.1056213682
,2024-11-25T05:58:31.019Z,37.5533019629,127.0742272462,13.5687255922,1.2444915774,-,5.0,1.8125,-65.6235046692
,2024-11-25T05:58:31.530Z,37.5532959698,127.0742301799,13.5687866274,1.2769317629,-,4.9375,1.8125,-65.1743164365
,2024-11-25T05:58:32.074Z,37.5532898929,127.074233365,13.5688171449,1.2750396731,-,4.9375,1.8125,-64.5560303034
,2024-11-25T05:58:32.575Z,37.553283397,127.0742374721,13.5688171449,1.3594360354,-,4.9375,1.8125,-64.8625183407
,2024-11-25T05:58:33.098Z,37.5532766914,127.0742404896,13.5688171449,1.3696746829,-,4.9375,1.8125,-64.4186096491
,2024-11-25T05:58:33.557Z,37.5532709917,127.0742440938,13.5688171449,1.3827667239,-,4.9375,1.8125,-64.7092590633
,2024-11-25T05:58:34.097Z,37.5532618974,127.0742472789,13.5687866274,1.3822937014,-,4.9375,1.625,-64.4238891901
,2024-11-25T05:58:34.591Z,37.5532544794,127.0742512184,13.5687866274,1.4295196536,-,4.875,1.625,-64.307647735
,2024-11-25T05:58:35.113Z,37.553247271,127.0742543197,13.5687866274,1.4314880374,-,4.875,1.625,-64.9206543271
,2024-11-25T05:58:35.599Z,37.5532460975,127.0742703292,13.5687255922,1.4645233157,-,5.125,1.625,-64.5454407038
,2024-11-25T05:58:36.094Z,37.5532418646,127.0742777891,13.5686950746,1.4732055667,-,5.25,1.625,-64.3816223444
,2024-11-25T05:58:36.596Z,37.553237967,127.0742884341,13.568664557,1.489028931,-,5.4375,1.625,-64.5560303034
,2024-11-25T05:58:37.103Z,37.5532326864,127.0742929603,13.5686340395,1.4987487796,-,5.5625,1.625,-64.8942261044
,2024-11-25T05:58:37.612Z,37.5532249751,127.0742984924,13.5686035219,1.5155181888,-,5.75,1.625,-65.0368957822
,2024-11-25T05:58:38.153Z,37.5532170961,127.0742990791,13.5685730043,1.5033874515,-,5.9375,1.625,-65.0368957822
,2024-11-25T05:58:38.638Z,37.5532058643,127.0742972351,13.5685730043,1.4922637942,-,6.0625,1.625,-65.343414337
,2024-11-25T05:58:39.171Z,37.5531962671,127.0742951396,13.5685730043,1.4835662845,-,6.375,1.625,-64.5243225398
,2024-11-25T05:58:39.673Z,37.5531857897,127.0742952234,13.5685730043,1.426956177,-,6.5,1.625,-64.7304077449
,2024-11-25T05:58:40.152Z,37.5531821855,127.0743010908,13.5685730043,1.5052490237,-,6.625,1.6875,-65.0263367002
,2024-11-25T05:58:40.738Z,37.5531710795,127.0743001687,13.5685730043,1.4481811526,-,6.5625,1.6875,-64.5031738581
,2024-11-25T05:58:41.270Z,37.5531701994,127.0742912839,13.5685730043,1.3268280032,-,6.375,1.6875,-63.9588623344
,2024-11-25T05:58:41.897Z,37.5531653798,127.0742818962,13.5686035219,1.3763732913,-,6.25,1.6875,-64.1174011529
,2024-11-25T05:58:42.411Z,37.553164793,127.0742724246,13.5686340395,1.3159637454,-,6.3125,1.6875,-63.9060058891
,2024-11-25T05:58:42.916Z,37.5531640806,127.0742639589,13.568664557,1.271789551,-,6.3125,1.6875,-64.0434265434
,2024-11-25T05:58:43.436Z,37.5531653798,127.0742552417,13.5686950746,1.3541717532,-,6.125,1.6875,-63.9800110161
,2024-11-25T05:58:43.893Z,37.5531657989,127.0742484524,13.5687255922,1.3602752688,-,6.0625,1.6875,-64.6141357722
,2024-11-25T05:58:44.453Z,37.5531623623,127.0742396514,13.5687561098,1.405548096,-,5.6875,1.6875,-64.4503174128
,2024-11-25T05:58:45.152Z,37.5531575846,127.0742271624,13.5688171449,1.4101409915,-,5.3125,1.6875,-64.6194458308
,2024-11-25T05:58:45.897Z,37.553149999,127.0742127455,13.6493530336,1.3965148929,-,5.0,1.6875,-64.4661865534
,2024-11-25T05:58:46.392Z,37.5531432934,127.0742037769,13.697509772,1.4089965823,-,4.75,1.6875,-64.1702575982
,2024-11-25T05:58:46.914Z,37.5531378871,127.0741957302,13.7262878481,1.409667969,-,4.6875,1.6875,-64.1068420708
,2024-11-25T05:58:47.437Z,37.5531371747,127.0741836603,13.7434997622,1.491195679,-,4.6875,1.6875,-64.3657837213
,2024-11-25T05:58:47.949Z,37.5531363784,127.0741740211,13.7538147036,1.479263306,-,4.75,1.6875,-64.0222778618
,2024-11-25T05:58:48.511Z,37.5531331932,127.0741536531,13.760009772,1.423049927,-,4.875,1.6875,-63.6417846976
,2024-11-25T05:58:49.153Z,37.5531291699,127.074141667,13.7637329165,1.4606323245,-,5.0625,1.75,-63.5149536428
,2024-11-25T05:58:49.973Z,37.5531259848,127.0741233944,13.7659912173,1.4062194827,-,5.375,1.75,-63.8267517387
,2024-11-25T05:58:50.458Z,37.553124979,127.0741124979,13.7673645083,1.4317779544,-,5.6875,1.75,-64.1174011529
,2024-11-25T05:58:50.953Z,37.5531233864,127.0741026911,13.7681884829,1.4362640384,-,5.8125,1.75,-64.5982971492
,2024-11-25T05:58:51.474Z,37.5531229673,127.0740917946,13.7687072818,1.4536895755,-,6.0625,1.75,-64.4397583307
,2024-11-25T05:58:51.978Z,37.5531218777,127.0740822393,13.7690429751,1.4546966556,-,6.125,1.75,-64.4344787897
,2024-11-25T05:58:52.491Z,37.5531233864,127.0740724324,13.7692565982,1.4467620852,-,5.9375,1.75,-64.6722717586
,2024-11-25T05:58:52.995Z,37.5531280803,127.0740566745,13.6889038149,1.4288024905,-,5.8125,1.5625,-64.0117187798
,2024-11-25T05:58:53.537Z,37.5531283737,127.0740520644,13.6408996645,1.4634704593,-,5.75,1.5625,-64.7039795223
,2024-11-25T05:58:54.059Z,37.5531273678,127.0740436825,13.6122436586,1.4384002688,-,5.6875,1.5625,-65.1373291318
,2024-11-25T05:58:54.573Z,37.5531195727,127.0740498851,13.5950927797,1.5355072025,-,5.75,1.5625,-64.5613098445
,2024-11-25T05:58:55.154Z,37.5531126995,127.0740458618,13.584869391,1.5261535648,-,5.75,1.5625,-65.0633240049
,2024-11-25T05:58:55.912Z,37.5531111908,127.0740389886,13.5787658754,1.4815826419,-,5.8125,1.5625,-65.0950317685
,2024-11-25T05:58:56.511Z,37.5531056587,127.0740314449,13.5751342836,1.4359741214,-,6.0,1.5625,-64.5137329401
,2024-11-25T05:58:57.153Z,37.5530990789,127.0740245718,13.5729675356,1.5324554446,-,6.1875,1.5625,-65.1426086729
,2024-11-25T05:58:57.898Z,37.5530904875,127.0740161899,13.5716857973,1.5462799075,-,6.25,1.5625,-64.8783874813
,2024-11-25T05:58:58.410Z,37.5530822732,127.0740112445,13.5709533754,1.5173034671,-,6.375,1.5625,-65.2324524229
,2024-11-25T05:58:58.913Z,37.5530752743,127.0740075565,13.5704956117,1.5007934573,-,6.4375,1.5625,-64.9259338681
,2024-11-25T05:58:59.456Z,37.5530694908,127.0740032817,13.5702514711,1.4874420169,-,6.4375,1.5625,-65.427978546
,2024-11-25T05:58:59.912Z,37.553064294,127.0739995937,13.5700988832,1.4908752444,-,6.5,1.5625,-65.2007446592
,2024-11-25T05:59:00.452Z,37.5530592649,127.073993894,13.5700073305,1.4509582522,-,6.5625,1.625,-65.1109009092
,2024-11-25T05:59:01.153Z,37.5530497933,127.0739894516,13.5699768129,1.5049133304,-,6.5625,1.625,-64.6300049129
,2024-11-25T05:59:01.698Z,37.5530410761,127.0739835843,13.5699768129,1.366989136,-,6.5625,1.625,-65.0422058408
,2024-11-25T05:59:02.153Z,37.5530364661,127.0739775493,13.5699768129,1.4465332034,-,6.5625,1.625,-64.8995056454
,2024-11-25T05:59:03.057Z,37.5530285871,127.0739686645,13.5699768129,1.4202880862,-,6.625,1.625,-65.6446228333
,2024-11-25T05:59:03.532Z,37.5530194927,127.0739726878,13.5699768129,1.4860839847,-,6.5,1.625,-65.8243103333
,2024-11-25T05:59:04.054Z,37.5530117814,127.0739731907,13.5700073305,1.4703979495,-,6.5,1.625,-66.3421936344
,2024-11-25T05:59:04.558Z,37.5530045729,127.0739680777,13.5700073305,1.3888702395,-,6.4375,1.625,-64.8836670224
,2024-11-25T05:59:05.152Z,37.5529967778,127.0739662337,13.5700073305,1.4223022464,-,6.4375,1.625,-64.9893493954
,2024-11-25T05:59:06.060Z,37.5529868871,127.0739604502,13.5700378481,1.3287353518,-,6.375,1.625,-65.6235046692
,2024-11-25T05:59:06.821Z,37.5529787986,127.0739478774,13.5700683656,1.41394043,-,6.3125,1.6875,-64.9735107724
,2024-11-25T05:59:07.675Z,37.5529642979,127.0739413395,13.5700988832,1.5291290286,-,6.25,1.6875,-65.343414337
,2024-11-25T05:59:08.152Z,37.5529551616,127.0739420938,13.5700988832,1.7388610843,-,6.25,1.6875,-65.0527649228
,2024-11-25T05:59:09.152Z,37.5529365957,127.0739419262,13.5701294008,1.9548492436,-,6.375,1.6875,-64.9999084775
,2024-11-25T05:59:10.078Z,37.5529153895,127.0739390764,13.5701294008,1.6363220218,-,6.4375,1.6875,-65.3698425597
,2024-11-25T05:59:11.017Z,37.5529009726,127.0739363942,13.5701294008,1.4857482913,-,6.375,1.6875,-65.5125122375
,2024-11-25T05:59:11.586Z,37.5528953987,127.0739396631,13.5701294008,1.3775329593,-,6.3125,1.6875,-65.4596863097
,2024-11-25T05:59:12.184Z,37.5528875616,127.0739399984,13.5701294008,1.3652191165,-,6.3125,1.6875,-65.6182251282
,2024-11-25T05:59:12.719Z,37.5528800598,127.0739399984,13.5701294008,1.3963012698,-,6.375,1.75,-65.1478882139
,2024-11-25T05:59:13.251Z,37.5528769585,127.0739357236,13.5701599184,1.4238128665,-,6.25,1.75,-64.836090118
,2024-11-25T05:59:14.152Z,37.5528663973,127.0739333767,13.5701599184,1.4485473636,-,6.25,1.75,-64.9364929501
,2024-11-25T05:59:14.732Z,37.552857261,127.0739368971,13.5701599184,1.3839721682,-,6.0,1.75,-65.0897522275
,2024-11-25T05:59:15.275Z,37.5528518966,127.0739220611,13.570190436,1.6375732425,-,6.0,1.75,-65.2060242002
,2024-11-25T05:59:15.777Z,37.5528464903,127.0739149365,13.5702209535,1.632766724,-,6.0,1.75,-65.1848755186
,2024-11-25T05:59:16.358Z,37.552839198,127.0739000167,13.5702514711,1.3981018069,-,6.0,1.75,-65.2060242002
,2024-11-25T05:59:16.834Z,37.5528347975,127.0738948199,13.5702819887,1.3513336184,-,6.0625,1.75,-65.0633240049
,2024-11-25T05:59:17.432Z,37.5528241944,127.073890629,13.5703125063,1.5190124515,-,6.1875,1.75,-65.1531677549
,2024-11-25T05:59:18.154Z,37.5528114958,127.0738893717,13.5703430238,1.4707794192,-,6.25,1.75,-64.8942261044
,2024-11-25T05:59:18.895Z,37.552803072,127.0738957419,13.5703430238,1.380157471,-,6.5,1.75,-64.8783874813
,2024-11-25T05:59:19.417Z,37.5527921755,127.0738793972,13.5703735414,1.531417847,-,6.75,1.8125,-64.8677978817
,2024-11-25T05:59:19.931Z,37.5527839613,127.0738714344,13.570404059,1.5478515628,-,6.9375,1.8125,-65.0104980771
,2024-11-25T05:59:20.452Z,37.552775286,127.0738694227,13.570404059,1.3676300052,-,7.0625,1.8125,-64.9470825497
,2024-11-25T05:59:20.974Z,37.5527682871,127.0738681655,13.5704345766,1.3487243655,-,7.125,1.8125,-64.7726745907
,2024-11-25T05:59:21.517Z,37.5527600728,127.0738654832,13.5704345766,1.3891448977,-,7.3125,1.8125,-65.4226684874
,2024-11-25T05:59:22.010Z,37.5527526968,127.0738640583,13.5704650942,1.3854217532,-,7.4375,1.8125,-65.4015503234
,2024-11-25T05:59:22.514Z,37.5527477933,127.0738505635,13.5704956117,1.4201354983,-,7.5,1.8125,-65.3698425597
,2024-11-25T05:59:22.999Z,37.5527413812,127.0738413434,13.5705261293,1.4453887942,-,7.5625,1.8125,-64.8889465634
,2024-11-25T05:59:23.511Z,37.5527327897,127.0738380744,13.5705566469,1.454956055,-,7.5625,1.8125,-65.3804016417
,2024-11-25T05:59:24.016Z,37.5527239887,127.0738356437,13.5705566469,1.450973511,-,7.5625,1.8125,-64.8889465634
,2024-11-25T05:59:24.614Z,37.5527219771,127.0738343864,13.5705871645,1.4337768558,-,7.3125,1.8125,-64.5243225398
,2024-11-25T05:59:25.154Z,37.5527189596,127.0738366495,13.5705871645,1.5033721927,-,7.0625,1.875,-64.4133301081
,2024-11-25T05:59:26.058Z,37.552706261,127.073836398,13.5705871645,1.4701080325,-,6.875,1.875,-65.3856811827
,2024-11-25T05:59:26.553Z,37.5527029921,127.0738374877,13.5705871645,1.4316253665,-,6.625,1.875,-65.1901550596
,2024-11-25T05:59:27.096Z,37.5526965799,127.073839667,13.5705871645,1.4252014163,-,6.5,1.875,-65.1056213682
,2024-11-25T05:59:27.616Z,37.5526958675,127.0738370686,13.5705871645,1.4463348392,-,6.375,1.875,-65.253570587
,2024-11-25T05:59:28.139Z,37.5526902935,127.0738368171,13.5705871645,1.43788147,-,6.3125,1.875,-65.2747192686
,2024-11-25T05:59:28.689Z,37.5526874855,127.0738381582,13.5705871645,1.4281616214,-,5.9375,1.875,-64.4873047175
,2024-11-25T05:59:29.152Z,37.5526764633,127.073845199,13.5705871645,1.4419860843,-,5.5,1.5,-65.0474853818
,2024-11-25T05:59:29.678Z,37.5526704703,127.0738444447,13.5705871645,1.440917969,-,5.375,1.5,-65.3539734191
,2024-11-25T05:59:30.152Z,37.5526648963,127.0738457858,13.5705566469,1.454666138,-,5.3125,1.5625,-65.850738556
,2024-11-25T05:59:30.838Z,37.5526540837,127.0738431874,13.5705566469,1.4298248294,-,5.125,1.5625,-64.6934204402
,2024-11-25T05:59:31.872Z,37.5526400859,127.0738356437,13.5705871645,1.345001221,-,4.875,1.5625,-64.820251495
,2024-11-25T05:59:32.975Z,37.5526311592,127.0738175388,13.5706176821,1.3446502688,-,4.625,1.5625,-64.6035766902
,2024-11-25T05:59:33.934Z,37.5526257947,127.073803541,13.5706787172,1.3384094241,-,4.625,1.5625,-65.0422058408
,2024-11-25T05:59:34.390Z,37.5526223582,127.0738001882,13.5707092348,1.3632507327,-,4.75,1.5625,-64.9418030087
,2024-11-25T05:59:34.951Z,37.5526166585,127.0737950753,13.5707397524,1.3651275637,-,4.8125,1.5625,-63.800323516
,2024-11-25T05:59:35.635Z,37.552611294,127.0737886212,13.5707702699,1.3679199221,-,5.0,1.5625,-64.0328369438
,2024-11-25T05:59:36.152Z,37.5526070612,127.0737835921,13.5708007875,1.3804626468,-,5.0625,1.625,-63.5255432424
,2024-11-25T05:59:36.813Z,37.5526064745,127.0737647328,13.5708313051,1.3548889163,-,5.25,1.5625,-64.0328369438
,2024-11-25T05:59:37.297Z,37.5526055944,127.0737617991,13.5708618227,1.3453979495,-,5.25,1.5625,-63.2612915333
,2024-11-25T05:59:38.011Z,37.5526007748,127.0737531657,13.5709228578,1.3499755862,-,5.375,1.5625,-63.6682129202
,2024-11-25T05:59:38.733Z,37.5525983859,127.0737477175,13.5709533754,1.3430786135,-,5.4375,1.5625,-63.292999297
,2024-11-25T05:59:39.358Z,37.5525990984,127.0737433589,13.570983893,1.2818603518,-,5.4375,1.5625,-62.6641540819
,2024-11-25T05:59:39.996Z,37.5525977992,127.0737353961,13.570983893,1.260940552,-,5.4375,1.5625,-62.7170105272
,2024-11-25T05:59:40.471Z,37.5525980926,127.0737314566,14.2590026921,1.2389831545,-,5.4375,1.5625,-63.0234985645
,2024-11-25T05:59:40.976Z,37.5525971705,127.0737253378,14.6701049873,1.2449493411,-,5.4375,1.5625,-62.775115996
,2024-11-25T05:59:41.477Z,37.5525959971,127.0737228233,15.0335083077,1.2474060061,-,5.375,1.5625,-63.1133423145
,2024-11-25T05:59:41.991Z,37.552599266,127.0737096637,15.1694030832,1.2494201663,-,5.375,2.8125,-62.7381286913
,2024-11-25T05:59:42.476Z,37.5525963743,127.073709496,15.2506103586,1.3242187503,-,5.375,2.9375,-62.9178161914
,2024-11-25T05:59:43.016Z,37.5525935663,127.0737034611,15.2991333079,1.3415832522,-,5.3125,2.9375,-62.7275696092
,2024-11-25T05:59:43.512Z,37.5525654869,127.0737166206,15.3281250071,1.4583129886,-,5.5,2.9375,-62.9072265917
,2024-11-25T05:59:44.052Z,37.5525539618,127.0737170397,15.3454284739,1.4313964847,-,5.625,2.9375,-62.769836455
,2024-11-25T05:59:44.518Z,37.5525430654,127.0737184647,15.3557739329,1.4637756351,-,5.8125,2.9375,-62.6853027635
,2024-11-25T05:59:45.079Z,37.5525367789,127.0737144414,15.3619690012,1.4589080813,-,5.875,2.9375,-62.436920195
,2024-11-25T05:59:46.096Z,37.5525216915,127.0737024552,15.3656616282,1.4308166507,-,6.0625,2.9375,-62.426361113
,2024-11-25T05:59:47.093Z,37.5525129743,127.0736877869,15.367919929,1.430648804,-,6.3125,2.9375,-62.5320434861
,2024-11-25T05:59:47.559Z,37.5525074842,127.0736828416,15.3692627024,1.4239349368,-,6.5,2.9375,-62.9072265917
,2024-11-25T05:59:48.121Z,37.5525020778,127.0736763875,15.370086677,1.4160461429,-,6.625,2.9375,-62.6271667772
,2024-11-25T05:59:49.136Z,37.5524850626,127.0736637308,15.3706054759,1.4881744388,-,6.625,3.0,-62.8913879687
,2024-11-25T05:59:50.133Z,37.5524715677,127.0736577797,15.3709106516,1.464065552,-,6.5625,3.0,-63.0816345508
,2024-11-25T05:59:50.600Z,37.5524640659,127.0736522476,15.3711242747,1.4564056399,-,6.5625,3.0,-62.8966675097
