"name: LYS1119tues, distance: 15055.782593671, start time: 2024-11-19T01:18:18.234Z, duration: 41933.23300004",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-19T01:18:50.393Z,37.553886894,127.0734407722,13.0366210998,1.1170501711,-,3.875,1.125,-145.0026856143
,2024-11-19T01:18:51.079Z,37.5538783864,127.0734348211,13.0107727111,1.0806121828,-,4.0,1.125,-142.8043213555
,2024-11-19T01:18:52.077Z,37.5538717646,127.0734343182,12.995300299,1.0776977541,-,4.0625,1.125,-143.7819519712
,2024-11-19T01:18:53.073Z,37.5538629636,127.0734363298,12.9860839904,1.0561676027,-,4.125,1.125,-146.7360230175
,2024-11-19T01:18:53.645Z,37.5538568868,127.0734393473,12.9805603087,1.0631561281,-,4.1875,1.125,-143.1636658381
,2024-11-19T01:18:54.805Z,37.5538448587,127.0734429515,12.9772338927,1.0899353029,-,4.25,1.125,-142.8096008965
,2024-11-19T01:18:55.410Z,37.5538408773,127.0734436221,12.9752807677,1.0955963137,-,4.1875,1.25,-146.1441345895
,2024-11-19T01:18:56.002Z,37.5538285978,127.0734420295,12.9740905822,1.1006774904,-,4.1875,1.25,-143.0949707697
,2024-11-19T01:18:57.082Z,37.5538189587,127.0734420295,12.9733886779,1.1749572756,-,4.1875,1.25,-143.1213989924
,2024-11-19T01:18:57.905Z,37.5538087746,127.0734449632,12.9729614318,1.1715698244,-,4.1875,1.25,-144.6908875185
,2024-11-19T01:18:59.024Z,37.5537963694,127.0734440412,12.9727172911,1.165527344,-,4.25,1.3125,-143.9299317076
,2024-11-19T01:19:00.084Z,37.5537871912,127.0734420295,12.9725647033,1.1560363772,-,4.3125,1.3125,-144.8071594912
,2024-11-19T01:19:01.081Z,37.5537791865,127.0734460528,12.9724731505,1.115249634,-,4.375,1.5625,-145.7530823432
,2024-11-19T01:19:01.666Z,37.5537750794,127.0734521716,12.9723815978,1.1586608889,-,4.4375,1.5625,-143.4384461117
,2024-11-19T01:19:02.766Z,37.5537657755,127.0734594639,12.9723510802,1.1680145266,-,4.5,1.5625,-143.5124512387
,2024-11-19T01:19:03.907Z,37.5537558848,127.0734677619,12.9722900451,1.196487427,-,4.5,1.5625,-143.5917053891
,2024-11-19T01:19:05.007Z,37.5537469581,127.0734750542,12.9722595275,1.2005615237,-,4.4375,1.5625,-143.1742249201
,2024-11-19T01:19:05.766Z,37.5537384924,127.0734787422,12.8917236388,1.1888580325,-,4.25,2.25,-143.2957764339
,2024-11-19T01:19:06.946Z,37.5537325831,127.073483017,12.843597418,1.1836242678,-,4.0,2.1875,-143.2165222834
,2024-11-19T01:19:08.067Z,37.5537254585,127.0734885491,12.8148498594,1.1525878908,-,3.875,2.25,-143.4701538754
,2024-11-19T01:19:08.541Z,37.5537225668,127.0734904769,12.7976379454,1.1962738039,-,3.75,2.25,-142.9205628106
,2024-11-19T01:19:09.074Z,37.5537176634,127.0734929915,12.7873535215,1.2016601565,-,3.75,2.25,-147.3648682326
,2024-11-19T01:19:09.567Z,37.5537142687,127.0734952546,12.7812194883,1.2200164797,-,3.75,2.25,-143.4754639339
,2024-11-19T01:19:10.073Z,37.5537095748,127.073497853,12.7775573789,1.1992034914,-,3.6875,2.25,-145.4096070013
,2024-11-19T01:19:10.726Z,37.5536956609,127.0734928238,12.7351074278,1.2200469973,-,3.75,2.4375,-143.0473938654
,2024-11-19T01:19:11.866Z,37.5536878657,127.0734968471,12.7097473203,1.2264862063,-,3.875,2.4375,-143.3961792659
,2024-11-19T01:19:12.627Z,37.5536819984,127.0735005352,12.694580084,1.2146911623,-,4.0,2.4375,-144.1624451354
,2024-11-19T01:19:13.079Z,37.5536776817,127.0735028821,12.6855163633,1.2118682864,-,4.125,2.4375,-143.5494385434
,2024-11-19T01:19:14.081Z,37.5536674977,127.0735080789,12.6801147519,1.2113342287,-,4.3125,2.4375,-143.0368347834
,2024-11-19T01:19:14.926Z,37.5536604988,127.0735141977,12.6768493711,1.1916809084,-,4.5625,2.4375,-144.0303345397
,2024-11-19T01:19:15.473Z,37.5536584871,127.0735187239,12.6346435605,1.1871185305,-,4.875,2.5,-143.5388794613
,2024-11-19T01:19:16.107Z,37.5536446989,127.0735104258,12.609436041,1.1736602785,-,5.0625,2.5,-144.2575684265
,2024-11-19T01:19:17.082Z,37.5536394602,127.0735117669,12.594390875,1.1624908449,-,5.25,2.5,-146.2868347849
,2024-11-19T01:19:17.662Z,37.5536340958,127.0735176343,12.5853881894,1.1805419924,-,5.375,2.5,-143.6445618344
,2024-11-19T01:19:18.403Z,37.5536263844,127.0735262676,12.5799865781,1.1868133547,-,5.5625,2.5,-143.3169251155
,2024-11-19T01:19:19.083Z,37.5536186731,127.0735335599,12.5767517148,1.2046356203,-,5.6875,2.5,-144.431945868
,2024-11-19T01:19:19.887Z,37.5536100816,127.0735445402,12.5747985898,1.208999634,-,5.8125,2.5,-143.6868286801
,2024-11-19T01:19:20.489Z,37.5536034599,127.0735599629,12.5735778867,1.2042694094,-,5.8125,2.625,-146.7360230175
,2024-11-19T01:19:21.083Z,37.5535996881,127.0735627289,12.5728759824,1.1846618655,-,5.8125,2.625,-144.3579712586
,2024-11-19T01:19:21.842Z,37.5535918929,127.0735700212,12.5724182187,1.2095642092,-,5.8125,2.625,-145.0396729191
,2024-11-19T01:19:22.308Z,37.5535868638,127.0735764752,12.5721435605,1.2150268557,-,5.8125,2.625,-143.8823548033
,2024-11-19T01:19:22.821Z,37.5535822956,127.0735837675,12.571960455,1.273452759,-,5.8125,2.625,-144.3262634949
,2024-11-19T01:19:23.305Z,37.5535795715,127.0735942449,12.5718383847,1.2742004397,-,5.75,2.625,-143.5230103207
,2024-11-19T01:19:23.923Z,37.5535778951,127.0736049737,12.571746832,1.294219971,-,5.75,2.625,-143.7555237485
,2024-11-19T01:19:25.073Z,37.5535805773,127.0736332207,12.5716552792,1.3251647952,-,5.6875,2.625,-144.9974060733
,2024-11-19T01:19:25.546Z,37.5535829662,127.0736482243,12.5715637265,1.3556823733,-,5.6875,2.625,-144.4689331727
,2024-11-19T01:19:26.021Z,37.5535888754,127.0736706878,12.6117248593,1.3764801028,-,5.625,2.4375,-143.3961792659
,2024-11-19T01:19:26.565Z,37.5535948685,127.0736895471,12.6356811582,1.391799927,-,5.5625,2.4375,-143.7661133481
,2024-11-19T01:19:27.085Z,37.5535986822,127.0737009465,12.6499633847,1.3901214602,-,5.5,2.4375,-144.1941528991
,2024-11-19T01:19:27.736Z,37.5536022865,127.0737147766,12.658477789,1.426742554,-,5.4375,2.4375,-144.2681275085
,2024-11-19T01:19:28.405Z,37.5536045915,127.0737292773,12.663543707,1.4561920169,-,5.25,2.4375,-143.5230103207
,2024-11-19T01:19:29.079Z,37.5536044658,127.0737447838,12.6665649473,1.5044555667,-,5.125,2.4375,-144.2258606628
,2024-11-19T01:19:29.707Z,37.5536028732,127.0737577758,12.6683349668,1.5730743411,-,5.0625,2.5,-144.5852051454
,2024-11-19T01:19:30.466Z,37.5536025798,127.0737702648,12.6693420469,1.5614013675,-,5.0,2.5,-143.2640686702
,2024-11-19T01:19:31.105Z,37.5535998976,127.0737847655,12.6699523984,1.5546722415,-,5.0,2.3125,-145.2034912785
,2024-11-19T01:19:32.080Z,37.553610375,127.0737874477,12.6702880918,1.5270385745,-,5.1875,2.3125,-143.7872315122
,2024-11-19T01:19:32.644Z,37.5536100816,127.0737963325,12.6705017148,1.5235595706,-,5.25,2.3125,-143.1319580744
,2024-11-19T01:19:33.821Z,37.5536107941,127.0738258368,12.67056275,1.4760131839,-,5.5,2.3125,-143.6815491391
,2024-11-19T01:19:34.381Z,37.5536144821,127.0738380744,12.67056275,1.5514831546,-,5.625,2.3125,-144.0461731627
,2024-11-19T01:19:34.865Z,37.5536180863,127.0738456181,12.67056275,1.4400787356,-,5.6875,2.3125,-142.8624573419
,2024-11-19T01:19:35.919Z,37.5536261749,127.0738599512,12.6705322324,1.3559570315,-,5.9375,2.3125,-143.3063355159
,2024-11-19T01:19:36.660Z,37.55363309,127.0738670758,12.6705017148,1.2671508792,-,5.9375,2.375,-144.0990296081
,2024-11-19T01:19:37.801Z,37.5536383706,127.0738786428,12.6704711973,1.251174927,-,5.6875,2.375,-143.7555237485
,2024-11-19T01:19:38.780Z,37.553655763,127.0738889526,12.7106628477,1.2995605471,-,5.3125,2.0,-142.7250366875
,2024-11-19T01:19:40.078Z,37.5536604988,127.0739079795,12.7346801817,1.3875122073,-,5.0,2.0625,-143.2852173518
,2024-11-19T01:19:41.072Z,37.5536593672,127.0739220611,12.7489624082,1.2940063479,-,4.8125,2.125,-142.455535955
,2024-11-19T01:19:42.081Z,37.553650692,127.0739336281,12.7575073301,1.2811126711,-,4.5625,2.125,-142.7884522149
,2024-11-19T01:19:43.083Z,37.553638161,127.0739450275,12.8028259336,1.2598876956,-,4.5625,2.1875,-147.3912964553
,2024-11-19T01:19:43.644Z,37.5536348921,127.073948045,12.8298950255,1.2308197024,-,4.625,2.1875,-143.2640686702
,2024-11-19T01:19:44.803Z,37.5536248757,127.0739583547,12.8460693419,1.19670105,-,4.6875,2.25,-143.1795044612
,2024-11-19T01:19:45.961Z,37.5536133925,127.0739703409,12.8557128966,1.2096252444,-,4.8125,2.25,-143.3327637386
,2024-11-19T01:19:47.074Z,37.5535996881,127.0739821593,12.8614502013,1.1796417239,-,4.8125,2.25,-143.1477966975
,2024-11-19T01:19:48.079Z,37.5535866961,127.0739922176,12.8246154844,1.1672058108,-,4.8125,2.0625,-143.0156861017
,2024-11-19T01:19:49.075Z,37.5535730755,127.0740030303,12.802581793,1.1530303957,-,4.75,2.0625,-143.5335694027
,2024-11-19T01:19:49.525Z,37.5535660766,127.0740089814,12.7893981993,1.153152466,-,4.6875,2.0625,-142.6457825371
,2024-11-19T01:19:50.075Z,37.5535601674,127.0740139268,12.7815246641,1.1513977053,-,4.625,2.0625,-146.6567383495
,2024-11-19T01:19:50.701Z,37.553552959,127.0740201294,12.7767944395,1.1359710696,-,4.625,2.0625,-142.8677368829
,2024-11-19T01:19:51.842Z,37.5535398832,127.0740305229,12.7739563047,1.1750335696,-,4.4375,2.0625,-142.9100037286
,2024-11-19T01:19:53.020Z,37.5535257597,127.0740446883,12.8125000059,1.1618194582,-,4.3125,1.9375,-143.1742249201
,2024-11-19T01:19:54.084Z,37.5535180902,127.074050388,12.8355102598,1.1259460451,-,4.1875,2.0,-142.6246338554
,2024-11-19T01:19:55.072Z,37.5535090797,127.0740594405,12.84924317,1.1512908938,-,4.1875,2.0,-143.1319580744
,2024-11-19T01:19:56.077Z,37.5535015779,127.0740700855,12.8574218809,1.1518402102,-,4.125,2.0,-145.5311279974
,2024-11-19T01:19:57.081Z,37.5534949981,127.0740805629,12.8623046934,1.1627807619,-,4.25,2.0,-146.0701599801
,2024-11-19T01:19:57.689Z,37.5534879992,127.0740900344,12.9456787169,1.1438903811,-,4.25,2.3125,-142.9417114923
,2024-11-19T01:19:58.807Z,37.5534822995,127.0740964885,12.9954834044,1.1632232668,-,4.375,2.3125,-142.2547302908
,2024-11-19T01:19:59.968Z,37.5534724927,127.0741016853,13.0252380431,1.1882019045,-,4.4375,2.375,-143.3116150569
,2024-11-19T01:20:01.105Z,37.5534608838,127.0741038646,13.0430297912,1.1947631838,-,4.4375,2.375,-142.4396668143
,2024-11-19T01:20:02.077Z,37.5534503645,127.0741035293,13.0536499084,1.1795501711,-,4.4375,2.375,-142.027496404
,2024-11-19T01:20:03.084Z,37.553439468,127.0741011824,13.0599975646,1.14932251,-,4.3125,2.4375,-143.7344055845
,2024-11-19T01:20:04.082Z,37.5534287811,127.0741024397,13.0637817443,1.1942901614,-,4.3125,2.4375,-143.6445618344
,2024-11-19T01:20:05.084Z,37.5534165854,127.0741049542,13.0660705627,1.182022095,-,4.3125,2.4375,-146.4295044627
,2024-11-19T01:20:05.607Z,37.5534097961,127.0741068821,13.0674133361,1.1959381106,-,4.375,2.4375,-142.5823670097
,2024-11-19T01:20:06.082Z,37.5534041802,127.0741088937,13.0682067931,1.1790618899,-,4.375,2.4375,-144.5587769227
,2024-11-19T01:20:06.728Z,37.5533956725,127.0741113245,13.0686950744,1.1935882571,-,4.375,2.4375,-143.1266785334
,2024-11-19T01:20:07.887Z,37.5533779867,127.0741214666,13.1896972717,1.2022247317,-,4.5,2.3125,-143.1636658381
,2024-11-19T01:20:09.007Z,37.55336906,127.0741252384,13.2619934143,1.2115783694,-,4.5625,2.3125,-142.7356262871
,2024-11-19T01:20:10.078Z,37.5533594627,127.0741309381,13.3051757874,1.1859588625,-,4.5,2.3125,-142.2864380545
,2024-11-19T01:20:11.079Z,37.5533489853,127.0741373922,13.3309936585,1.2108917239,-,4.5,2.3125,-142.455535955
,2024-11-19T01:20:12.029Z,37.5533380889,127.0741427566,13.3463745179,1.204299927,-,4.4375,2.3125,-143.2746277522
,2024-11-19T01:20:13.079Z,37.5533265638,127.0741477857,13.3555908265,1.2146301272,-,4.3125,2.3125,-143.4754639339
,2024-11-19T01:20:13.550Z,37.5533219956,127.074148121,13.3610839905,1.2240295413,-,4.375,2.3125,-142.4502564139
,2024-11-19T01:20:14.074Z,37.5533166731,127.0741495459,13.3643493714,1.2017059328,-,4.3125,2.3125,-146.0913086617
,2024-11-19T01:20:14.639Z,37.5533104705,127.0741498812,13.3663024964,1.206832886,-,4.3125,2.3125,-142.5242310233
,2024-11-19T01:20:15.464Z,37.5533008732,127.0741509709,13.367492682,1.1848144534,-,4.375,2.3125,-143.8083801939
,2024-11-19T01:20:16.080Z,37.5532936648,127.0741531502,13.3681640687,1.1778106692,-,4.375,2.3125,-143.2904968928
,2024-11-19T01:20:16.967Z,37.5532837741,127.0741571735,13.3685913148,1.1827850344,-,4.375,2.3125,-142.4238281913
,2024-11-19T01:20:18.081Z,37.5532711594,127.0741628732,13.4493103089,1.1718750002,-,4.375,2.1875,-143.1266785334
,2024-11-19T01:20:18.868Z,37.5532672618,127.0741653877,13.4975280824,1.1722259524,-,4.3125,2.25,-143.9510498717
,2024-11-19T01:20:20.009Z,37.553256491,127.0741728476,13.5263366762,1.1848754885,-,4.25,2.25,-144.5640564638
,2024-11-19T01:20:21.084Z,37.5532456784,127.0741825706,13.5435485902,1.1683502199,-,4.125,2.25,-146.4347840037
,2024-11-19T01:20:21.606Z,37.5532397691,127.0741858396,13.5538024965,1.164581299,-,4.0625,2.25,-142.5347901054
,2024-11-19T01:20:22.072Z,37.5532355782,127.0741903658,13.5599365297,1.1418609621,-,4.0625,2.25,-143.9721985533
,2024-11-19T01:20:22.801Z,37.5532267772,127.0742011785,13.5635681215,1.1488952639,-,4.0625,2.0625,-142.7461853692
,2024-11-19T01:20:23.987Z,37.5532167608,127.0742109853,13.5657348695,1.1476287844,-,4.0,2.0625,-142.1913147634
,2024-11-19T01:20:24.846Z,37.5532077922,127.0742165174,13.5670166078,1.1531372072,-,4.0625,2.0625,-141.525451726
,2024-11-19T01:20:25.405Z,37.5532025954,127.0742207921,13.5677795473,1.1251678469,-,4.125,2.0625,-141.948211736
,2024-11-19T01:20:26.081Z,37.5531962671,127.0742250669,13.568237311,1.1503753664,-,4.125,2.0625,-142.0010681813
,2024-11-19T01:20:27.081Z,37.5531849934,127.0742328621,13.5684814516,1.14201355,-,4.25,2.125,-143.0896912287
,2024-11-19T01:20:28.085Z,37.5531743903,127.0742455187,13.5686035219,1.1610107424,-,4.3125,1.9375,-146.8417053906
,2024-11-19T01:20:28.626Z,37.5531687744,127.0742485362,13.568664557,1.1897430422,-,4.3125,1.9375,-142.2230225271
,2024-11-19T01:20:29.080Z,37.5531648768,127.0742520566,13.5687255922,1.1819763186,-,4.375,2.0,-142.9628601739
,2024-11-19T01:20:29.951Z,37.5531537708,127.0742590974,13.5687255922,1.2446136477,-,4.4375,2.0,-142.7303162285
,2024-11-19T01:20:30.454Z,37.5531482807,127.074262534,13.5687255922,1.220794678,-,4.5,2.0,-143.6234131528
,2024-11-19T01:20:30.979Z,37.5531420781,127.0742636237,13.5687255922,1.2065582278,-,4.5,2.0,-144.3526917176
,2024-11-19T01:20:31.845Z,37.5531336962,127.0742626178,13.5687255922,1.1512145998,-,4.5625,2.0,-141.1608277024
,2024-11-19T01:20:32.425Z,37.5531255657,127.074262534,13.6492004458,1.1677551272,-,4.5625,1.8125,-145.3250427922
,2024-11-19T01:20:33.076Z,37.5531220872,127.0742639589,13.6973266665,1.1105651858,-,4.5625,1.875,-138.4339905429
,2024-11-19T01:20:33.566Z,37.5531191955,127.0742670602,13.7260437075,1.1283721926,-,4.625,1.875,-142.3445435233
,2024-11-19T01:20:34.027Z,37.5531148788,127.0742674793,13.743225104,1.075897217,-,4.625,1.875,-141.6839905444
,2024-11-19T01:20:35.077Z,37.5531146692,127.0742598518,13.7534790103,0.8596343996,-,4.625,1.875,-141.9006653492
,2024-11-19T01:20:36.077Z,37.5531241827,127.0742584269,13.7596130435,0.670944214,-,4.5,1.875,-142.9417114923
,2024-11-19T01:20:37.076Z,37.5531203689,127.0742595165,13.7632751528,0.9178009035,-,4.5,1.875,-140.2624512371
,2024-11-19T01:20:38.158Z,37.5531204947,127.07424862,14.1277465886,0.9841918947,-,4.625,2.875,-141.942932195
,2024-11-19T01:20:39.177Z,37.5531225901,127.0742413278,14.3455200262,1.0609741213,-,4.875,2.875,-142.2071533865
,2024-11-19T01:20:39.986Z,37.553124979,127.0742337841,14.1134033268,0.9482727052,-,5.25,1.75,-143.2112122248
,2024-11-19T01:20:40.725Z,37.5531260686,127.0742235582,13.9747619693,1.0192108156,-,5.8125,1.75,-142.1648865408
,2024-11-19T01:20:41.847Z,37.5531236798,127.0742071296,14.2541503972,1.1199035647,-,6.5625,2.875,-142.1596069997
,2024-11-19T01:20:42.988Z,37.5531186926,127.0741821516,14.4211425848,1.2427215579,-,6.75,2.875,-142.3234253592
,2024-11-19T01:20:44.082Z,37.5531160942,127.0741489592,14.11853028,1.2872619631,-,6.5625,1.6875,-141.9799194997
,2024-11-19T01:20:44.906Z,37.5531113584,127.0741334527,13.9377136295,1.3133239749,-,6.5,2.625,-142.6087952324
,2024-11-19T01:20:46.158Z,37.5531032699,127.0741117436,13.8297119205,1.324020386,-,6.0625,2.6875,-141.9904785817
,2024-11-19T01:20:47.077Z,37.5530969834,127.0740991707,13.7651977603,1.2769317629,-,5.875,1.6875,-143.6022644711
,2024-11-19T01:20:48.076Z,37.5530901941,127.0740858435,13.7266845767,1.2949523928,-,5.6875,1.75,-144.1465759948
,2024-11-19T01:20:48.601Z,37.5530863803,127.0740787189,13.7036743227,1.3056793215,-,5.6875,1.75,-142.3022766775
,2024-11-19T01:20:49.077Z,37.5530837819,127.0740732706,13.6899414126,1.271499634,-,5.6875,2.6875,-144.1835938171
,2024-11-19T01:20:49.743Z,37.5530793814,127.0740641344,13.6817627016,1.2704772952,-,5.6875,2.6875,-142.2705689139
,2024-11-19T01:20:51.168Z,37.5530798843,127.0740376475,13.6366577211,1.2336120608,-,5.6875,1.625,-143.3063355159
,2024-11-19T01:20:52.166Z,37.5530794653,127.0740194588,13.6097412172,1.2420654299,-,5.6875,1.625,-143.4543152523
,2024-11-19T01:20:53.165Z,37.5530808902,127.0740031979,13.5936889711,1.1625976565,-,5.75,1.625,-142.9469910333
,2024-11-19T01:20:54.067Z,37.5530848716,127.0739924691,13.5841064516,1.0626068117,-,5.625,2.4375,-142.0538941091
,2024-11-19T01:20:55.025Z,37.5530835724,127.0739803991,13.5784301821,1.0840911867,-,5.5,2.4375,-142.6510620781
,2024-11-19T01:20:56.040Z,37.5530814769,127.0739662337,13.5750427309,1.222671509,-,5.375,1.625,-143.406738348
,2024-11-19T01:20:57.069Z,37.5530811835,127.0739497214,13.4523010316,1.1916503909,-,5.1875,2.1875,-144.9287110049
,2024-11-19T01:20:58.068Z,37.5530811835,127.0739414233,13.3789978089,1.1641387942,-,5.0625,2.1875,-144.7595825869
,2024-11-19T01:20:59.163Z,37.5530803873,127.0739271741,13.3352050843,1.1857910159,-,5.0625,2.25,-144.6908875185
,2024-11-19T01:21:00.154Z,37.5530761963,127.0739192951,13.3090515198,1.096588135,-,5.0625,1.5,-143.6762695981
,2024-11-19T01:21:00.829Z,37.5530714605,127.0739177863,13.2934265198,1.0120086672,-,5.125,1.5,-143.2006531428
,2024-11-19T01:21:01.522Z,37.553066599,127.0739168643,13.2840881409,0.9987335207,-,5.1875,1.5,-143.5494385434
,2024-11-19T01:21:02.024Z,37.5530657608,127.073911919,13.2785339417,0.9985809328,-,5.1875,1.5,-142.973419256
,2024-11-19T01:21:02.700Z,37.5530631624,127.0739080633,13.2752075257,1.02923584,-,5.25,2.25,-144.8811341006
,2024-11-19T01:21:04.068Z,37.5530541938,127.0738910481,13.2732544007,1.0422821047,-,5.1875,1.4375,-142.555938787
,2024-11-19T01:21:05.069Z,37.5530497933,127.0738803192,13.2720947327,1.0726318361,-,4.9375,1.4375,-143.8876343443
,2024-11-19T01:21:06.150Z,37.5530495838,127.07386607,13.2714538636,1.1622467043,-,4.75,1.4375,-143.1848145198
,2024-11-19T01:21:07.069Z,37.5530468596,127.0738620467,13.271057135,1.0778198244,-,4.5,2.125,-142.2917175955
,2024-11-19T01:21:07.526Z,37.5530452671,127.0738587777,13.270843512,1.0662841799,-,4.375,2.125,-143.8982239439
,2024-11-19T01:21:08.068Z,37.5530423753,127.0738549221,13.2707214417,1.0737762453,-,4.25,2.125,-142.460815496
,2024-11-19T01:21:08.865Z,37.5530368852,127.0738452829,13.2706604065,1.1358337404,-,4.1875,2.125,-144.949829169
,2024-11-19T01:21:09.412Z,37.5530297606,127.0738411757,13.1498718322,1.2308044436,-,4.25,1.5,-143.1160889338
,2024-11-19T01:21:10.068Z,37.5530095602,127.0738267589,13.0777282775,1.2421417239,-,4.25,1.5,-142.3709717459
,2024-11-19T01:21:11.152Z,37.552998999,127.0738159462,13.0346374572,1.2866058352,-,4.25,1.5,-143.5864258481
,2024-11-19T01:21:12.069Z,37.5529836601,127.07381603,13.0089111388,1.207626343,-,4.1875,2.0625,-147.6238098831
