"name: 1118logofday, distance: 3014.4886657561, start time: 2024-11-18T06:04:43.668Z, duration: 13603.6210000514",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-18T06:05:21.010Z,37.5495533662,127.0739733583,22.9700012313,0.0619049072,-,12.375,1.25,-129.3287048942
,2024-11-18T06:05:22.010Z,37.5495537853,127.073973526,22.9700012313,0.007156372,-,12.375,1.25,-129.3815613395
,2024-11-18T06:05:23.010Z,37.5495595688,127.0739741965,22.9700012313,0.3291168213,-,12.375,1.1875,-129.2969971305
,2024-11-18T06:05:24.011Z,37.5495613709,127.0739741965,22.9700012313,0.2632446289,-,12.4375,1.25,-129.2811585074
,2024-11-18T06:05:25.010Z,37.5495615805,127.0739739451,22.9700012313,0.138305664,-,12.4375,1.25,-129.3287048942
,2024-11-18T06:05:26.010Z,37.5495613709,127.0739737774,22.9700012313,0.0572509765,-,12.5,1.25,-129.2811585074
,2024-11-18T06:05:27.011Z,37.5495610776,127.073973526,22.9700012313,0.0207519531,-,12.5625,1.25,-129.212463439
,2024-11-18T06:05:28.010Z,37.5495609938,127.0739732745,22.9700012313,0.0188446044,-,12.625,1.25,-129.3868408805
,2024-11-18T06:05:29.010Z,37.5495726865,127.0739749509,22.9700012313,0.665084839,-,12.5625,1.25,-129.3445740348
,2024-11-18T06:05:30.010Z,37.549576165,127.0739752862,22.9700012313,0.5253906251,-,12.5,1.25,-129.4291077262
,2024-11-18T06:05:31.010Z,37.5495766679,127.0739752862,22.9700012313,0.2813720703,-,12.4375,1.25,-129.3710022575
,2024-11-18T06:05:32.010Z,37.5495762907,127.0739751185,22.9700012313,0.116897583,-,12.4375,1.25,-129.2494507437
,2024-11-18T06:05:33.010Z,37.5495759974,127.0739750347,22.9700012313,0.0363616943,-,12.375,1.25,-129.4291077262
,2024-11-18T06:05:34.011Z,37.5495756621,127.0739749509,22.9700012313,0.006652832,-,12.3125,1.25,-129.4132691032
,2024-11-18T06:05:35.011Z,37.5495755783,127.0739748671,22.9700012313,0.0069580078,-,12.3125,1.3125,-129.2969971305
,2024-11-18T06:05:36.011Z,37.5495736923,127.0739749509,22.9700012313,0.1128997802,-,12.3125,1.25,-129.2600098258
,2024-11-18T06:05:37.011Z,37.5495730637,127.0739746994,22.9700012313,0.0896911621,-,12.375,1.25,-129.3762817985
,2024-11-18T06:05:38.011Z,37.5495729799,127.0739746994,22.9700012313,0.0480194091,-,12.375,1.25,-129.4449768669
,2024-11-18T06:05:39.011Z,37.5495730637,127.0739747833,22.9700012313,0.0197753906,-,12.375,1.25,-129.4132691032
,2024-11-18T06:05:40.011Z,37.5495730637,127.0739746994,22.9700012313,0.006286621,-,12.375,1.25,-129.4396973259
,2024-11-18T06:05:41.010Z,37.549560868,127.0739771302,22.9699707138,0.7110290528,-,12.5,1.25,-129.2864380484
,2024-11-18T06:05:42.010Z,37.5495566771,127.0739778846,22.9699707138,0.5864715577,-,12.625,1.25,-129.3710022575
,2024-11-18T06:05:43.011Z,37.5495560903,127.0739778846,22.9699707138,0.3273468018,-,12.8125,1.25,-129.2969971305
,2024-11-18T06:05:44.010Z,37.5495561742,127.0739775493,22.9699707138,0.1505737305,-,12.9375,1.25,-129.3498535758
,2024-11-18T06:05:45.011Z,37.5495566771,127.0739774655,22.9699707138,0.0489501953,-,13.0625,1.25,-129.4132691032
,2024-11-18T06:05:46.011Z,37.5495569704,127.0739774655,22.9699707138,0.0077819824,-,13.1875,1.25,-129.3604126578
,2024-11-18T06:05:47.011Z,37.5495637598,127.07397998,22.9699707138,0.3935089112,-,13.0625,1.25,-129.2811585074
,2024-11-18T06:05:48.011Z,37.5495656876,127.0739805668,22.9699707138,0.3003082276,-,12.875,1.25,-129.4079895622
,2024-11-18T06:05:49.010Z,37.5495658972,127.0739805668,22.9699707138,0.1577758789,-,12.6875,1.25,-129.2864380484
,2024-11-18T06:05:50.010Z,37.5495656876,127.0739803991,22.9699707138,0.0631408691,-,12.5625,1.25,-129.3710022575
,2024-11-18T06:05:51.010Z,37.5495653943,127.0739801477,22.9699707138,0.0151519775,-,12.375,1.3125,-129.3445740348
,2024-11-18T06:05:52.010Z,37.5495722674,127.0739797286,23.0102233993,0.4001617432,-,12.1875,1.3125,-129.4132691032
,2024-11-18T06:05:53.011Z,37.5495742791,127.073979561,23.0342712509,0.3085021973,-,12.1875,1.3125,-129.3868408805
,2024-11-18T06:05:54.010Z,37.5495744886,127.0739792257,23.0486450302,0.1636962891,-,12.125,1.3125,-129.3868408805
,2024-11-18T06:05:55.010Z,37.5495742791,127.0739791419,23.0572204697,0.0685424804,-,12.125,1.3125,-129.2864380484
,2024-11-18T06:05:56.011Z,37.5495740695,127.073979058,23.0623474228,0.0236816406,-,12.125,1.3125,-129.4238281852
,2024-11-18T06:05:57.010Z,37.5495575991,127.073980483,23.0251770126,0.9375305177,-,12.1875,1.25,-129.3551331168
,2024-11-18T06:05:58.010Z,37.5495518994,127.0739806506,23.0029602157,0.7834167482,-,12.375,1.25,-129.4555359489
,2024-11-18T06:05:59.010Z,37.549550684,127.0739802315,22.9896850692,0.4516296387,-,12.5,1.25,-129.3498535758
,2024-11-18T06:06:00.010Z,37.5495508936,127.0739798962,22.9817504989,0.2157897949,-,12.6875,1.25,-129.5031128532
,2024-11-18T06:06:01.010Z,37.5495513965,127.0739798962,22.9769897567,0.0754089355,-,12.875,1.3125,-129.4502564079
,2024-11-18T06:06:02.010Z,37.5495516898,127.0739796448,22.9741821396,0.0269470214,-,13.0,1.3125,-129.4291077262
,2024-11-18T06:06:03.010Z,37.5495717645,127.0739745318,22.9725036728,1.1435699465,-,12.9375,1.1875,-129.3023071891
,2024-11-18T06:06:04.010Z,37.5495776737,127.0739729392,22.9714965927,0.8957214357,-,12.8125,1.1875,-129.3868408805
,2024-11-18T06:06:05.010Z,37.5495783862,127.0739726878,22.9708862411,0.4789886475,-,12.6875,1.25,-129.3762817985
,2024-11-18T06:06:06.010Z,37.5495777995,127.0739724363,22.9705200302,0.2032165527,-,12.5625,1.25,-129.3815613395
,2024-11-18T06:06:07.010Z,37.5495771708,127.0739723525,22.9703064071,0.0670471191,-,12.4375,1.25,-129.3181458121
,2024-11-18T06:06:08.010Z,37.5495767936,127.0739722687,22.9701843368,0.0210266113,-,12.3125,1.25,-129.3868408805
,2024-11-18T06:06:09.010Z,37.5495766679,127.0739722687,22.9701233017,0.0106506347,-,12.3125,1.25,-129.2600098258
,2024-11-18T06:06:10.010Z,37.5495701719,127.0739778846,23.0103149521,0.4449920655,-,12.4375,1.1875,-129.4027100211
,2024-11-18T06:06:11.011Z,37.5495680765,127.0739796448,23.0343322861,0.3630218506,-,12.5625,1.25,-129.5031128532
,2024-11-18T06:06:12.011Z,37.5495677831,127.0739798962,23.0486755478,0.2008209228,-,12.6875,1.25,-129.3973999625
,2024-11-18T06:06:13.011Z,37.5495678669,127.0739797286,23.0572509872,0.0863647461,-,12.75,1.25,-129.3815613395
,2024-11-18T06:06:14.011Z,37.5495681603,127.073979561,23.0623474228,0.0277252197,-,12.875,1.25,-129.4449768669
,2024-11-18T06:06:15.010Z,37.549568286,127.073973526,23.0654296982,0.2618560791,-,12.8125,1.25,-129.4555359489
,2024-11-18T06:06:16.010Z,37.5495683698,127.0739718496,23.0672607529,0.2028045654,-,12.6875,1.3125,-129.2600098258
,2024-11-18T06:06:17.010Z,37.5495684956,127.0739720172,23.0683593857,0.0888671875,-,12.5625,1.3125,-129.4925232536
,2024-11-18T06:06:18.010Z,37.5495684956,127.0739722687,23.0690307724,0.0335998535,-,12.375,1.3125,-129.5189514763
,2024-11-18T06:06:19.011Z,37.5495684956,127.0739723525,23.0694275009,0.0124969482,-,12.25,1.3125,-129.4872437126
,2024-11-18T06:06:20.010Z,37.5495762907,127.0739699218,23.029418956,0.4622802735,-,12.0625,1.375,-129.3604126578
,2024-11-18T06:06:21.011Z,37.5495785958,127.0739688321,23.0054931747,0.3657989502,-,12.0625,1.375,-129.4714050895
,2024-11-18T06:06:22.010Z,37.5495788891,127.0739683292,22.9912109482,0.1994934082,-,12.0625,1.375,-129.4027100211
,2024-11-18T06:06:23.011Z,37.5495787634,127.0739685807,22.9826965439,0.0859832763,-,12.125,1.375,-129.3921204215
,2024-11-18T06:06:24.010Z,37.54957847,127.0739685807,22.9776001083,0.0293579101,-,12.125,1.375,-129.3921204215
,2024-11-18T06:06:25.010Z,37.5495760812,127.0739637192,22.9745483505,0.2578125,-,12.125,1.375,-129.3075867301
,2024-11-18T06:06:26.010Z,37.5495752849,127.0739622942,22.9727478134,0.2072296143,-,12.125,1.375,-129.3551331168
,2024-11-18T06:06:27.011Z,37.5495751592,127.0739615399,22.9716491806,0.1306915283,-,12.0625,1.375,-129.3604126578
,2024-11-18T06:06:28.010Z,37.5495751592,127.0739609531,22.9710083114,0.087310791,-,12.0625,1.375,-129.3445740348
,2024-11-18T06:06:29.010Z,37.5495751592,127.0739606179,22.9706115829,0.0571594238,-,12.125,1.4375,-129.3551331168
,2024-11-18T06:06:30.010Z,37.5495752849,127.0739609531,22.9703979599,0.0099334716,-,12.0625,1.4375,-129.3445740348
,2024-11-18T06:06:31.011Z,37.5495752849,127.0739612884,22.970245372,0.0072784423,-,12.125,1.4375,-129.4608154899
,2024-11-18T06:06:32.010Z,37.5495750754,127.0739704247,23.1713867295,0.4218902588,-,12.3125,1.375,-129.4132691032
,2024-11-18T06:06:33.010Z,37.5495750754,127.073973526,23.2915649522,0.3447570801,-,12.5625,1.375,-129.2917175895
,2024-11-18T06:06:34.010Z,37.5495750754,127.0739739451,23.3633728136,0.188873291,-,12.75,1.4375,-129.3551331168
,2024-11-18T06:06:35.010Z,37.5495750754,127.0739736936,23.4062805284,0.0807037353,-,12.875,1.4375,-129.3973999625
,2024-11-18T06:06:36.011Z,37.5495750754,127.0739731907,23.4319458116,0.0186309814,-,13.125,1.4375,-129.4396973259
,2024-11-18T06:06:37.010Z,37.5495708844,127.0739819917,23.2862548936,0.4602661133,-,13.0625,1.375,-129.4185486442
,2024-11-18T06:06:38.010Z,37.5495697948,127.0739842548,23.1991882432,0.3497772217,-,12.875,1.375,-129.3023071891
,2024-11-18T06:06:39.011Z,37.5495695852,127.0739844225,23.1471557724,0.1800384521,-,12.6875,1.375,-129.3287048942
,2024-11-18T06:06:40.011Z,37.549569669,127.0739839195,23.1160888779,0.0663909912,-,12.5625,1.375,-129.3128662711
,2024-11-18T06:06:41.011Z,37.5495697948,127.0739836681,23.0975036728,0.0198364257,-,12.375,1.375,-129.3921204215
,2024-11-18T06:06:42.011Z,37.5495697948,127.0739835843,23.086425792,0.0034637451,-,12.1875,1.375,-129.2864380484
,2024-11-18T06:06:43.011Z,37.5495707587,127.0739788904,23.0395507919,0.2185974121,-,12.3125,1.3125,-129.3181458121
,2024-11-18T06:06:44.011Z,37.5495712616,127.073978136,23.0115356552,0.1470031738,-,12.4375,1.3125,-129.3656921989
,2024-11-18T06:06:45.010Z,37.5495713873,127.0739779684,22.9948120224,0.0800933838,-,12.5,1.3125,-129.2811585074
,2024-11-18T06:06:46.011Z,37.5495712616,127.0739779684,22.9848327743,0.0391693115,-,12.625,1.375,-129.3604126578
,2024-11-18T06:06:47.011Z,37.5495711778,127.0739775493,22.978851329,0.0365753173,-,12.75,1.3125,-129.3498535758
,2024-11-18T06:06:48.011Z,37.5495691661,127.0739777169,23.0155334579,0.1098022461,-,12.6875,1.25,-129.3392944938
,2024-11-18T06:06:49.011Z,37.5495688727,127.0739785551,23.037445079,0.0818023681,-,12.5625,1.3125,-129.2811585074
,2024-11-18T06:06:50.010Z,37.5495687889,127.0739786389,23.0505371201,0.0421905517,-,12.4375,1.3125,-129.2811585074
,2024-11-18T06:06:51.011Z,37.5495688727,127.0739785551,23.0583496201,0.0154113769,-,12.3125,1.3125,-129.2600098258
,2024-11-18T06:06:52.011Z,37.5495689985,127.0739785551,23.0630188095,0.0056152343,-,12.1875,1.3125,-129.2652893668
,2024-11-18T06:06:53.011Z,37.5495688727,127.0739783875,23.0658264267,0.0071411132,-,12.0625,1.375,-129.2283020621
,2024-11-18T06:06:54.011Z,37.5495815713,127.0739813212,23.0272522079,0.7380523683,-,12.3125,1.25,-129.3710022575
,2024-11-18T06:06:55.011Z,37.5495860976,127.0739822432,23.0041809189,0.6201324464,-,12.5625,1.25,-129.2547302847
,2024-11-18T06:06:56.011Z,37.5495869777,127.0739821593,22.9904174911,0.3595733643,-,12.8125,1.25,-129.2864380484
,2024-11-18T06:06:57.010Z,37.5495867681,127.0739815726,22.982177745,0.1663360596,-,13.0625,1.3125,-129.2917175895
,2024-11-18T06:06:58.010Z,37.5495863909,127.0739812373,22.9772644149,0.0614013672,-,13.375,1.3125,-129.3234253531
,2024-11-18T06:06:59.011Z,37.5495860976,127.0739809859,22.9743347274,0.0256652832,-,13.625,1.3125,-129.4238281852
,2024-11-18T06:07:00.011Z,37.5495668611,127.0739821593,22.9725647079,1.054336548,-,13.375,1.25,-129.3973999625
,2024-11-18T06:07:01.011Z,37.5495614967,127.0739822432,22.9715271103,0.8207855226,-,13.1875,1.25,-129.3023071891
,2024-11-18T06:07:02.010Z,37.5495607842,127.0739819917,22.9708862411,0.438949585,-,12.9375,1.3125,-129.2969971305
,2024-11-18T06:07:03.010Z,37.5495610776,127.0739817402,22.9705200302,0.1920471191,-,12.6875,1.3125,-129.2018738394
,2024-11-18T06:07:04.011Z,37.5495615805,127.0739816564,22.9702758896,0.0643005371,-,12.4375,1.3125,-129.2494507437
,2024-11-18T06:07:05.010Z,37.5495619996,127.0739815726,22.9701538192,0.0147705078,-,12.125,1.3125,-129.2758789664
,2024-11-18T06:07:06.011Z,37.5495676993,127.0739772978,23.0103454696,0.3807983399,-,12.1875,1.3125,-129.3287048942
,2024-11-18T06:07:07.011Z,37.549569669,127.0739768787,23.0343322861,0.2928771973,-,12.1875,1.3125,-129.2758789664
,2024-11-18T06:07:08.011Z,37.5495698786,127.0739768787,23.0486755478,0.1538543701,-,12.125,1.3125,-129.3287048942
,2024-11-18T06:07:09.011Z,37.5495697948,127.0739768787,23.0572509872,0.0641021728,-,12.125,1.3125,-129.1490479117
,2024-11-18T06:07:10.010Z,37.5495695852,127.0739769626,23.0623779404,0.0199432373,-,12.125,1.375,-129.212463439
,2024-11-18T06:07:11.011Z,37.5495693757,127.0739768787,23.0654296982,0.0094451904,-,12.0625,1.375,-129.212463439
,2024-11-18T06:07:12.010Z,37.5495692918,127.0739766273,23.0672607529,0.0137786865,-,12.0625,1.375,-129.2864380484
,2024-11-18T06:07:13.011Z,37.549577087,127.0739771302,23.2293396104,0.4428405762,-,12.0625,1.3125,-129.1648865347
,2024-11-18T06:07:14.010Z,37.549579392,127.0739772978,23.3262024034,0.3460540772,-,12.0,1.3125,-129.1437683706
,2024-11-18T06:07:15.010Z,37.5495796854,127.0739771302,23.3840637315,0.1820983887,-,11.9375,1.375,-129.1701660757
,2024-11-18T06:07:16.011Z,37.549579392,127.0739771302,23.4186401476,0.0743255615,-,11.875,1.375,-129.3551331168
,2024-11-18T06:07:17.010Z,37.5495791825,127.0739770464,23.439300548,0.0228729248,-,11.875,1.375,-129.1807556753
,2024-11-18T06:07:18.011Z,37.5495790987,127.0739770464,23.4516601671,0.0045013427,-,11.8125,1.375,-129.3128662711
,2024-11-18T06:07:19.011Z,37.5495846726,127.0739706761,23.3785400499,0.4381103516,-,11.8125,1.375,-129.1701660757
,2024-11-18T06:07:20.011Z,37.5495863909,127.0739688321,23.3348693956,0.3385314942,-,11.875,1.375,-129.212463439
,2024-11-18T06:07:21.011Z,37.5495865586,127.0739686645,23.3087768663,0.178314209,-,11.875,1.375,-129.2388916617
,2024-11-18T06:07:22.011Z,37.5495863909,127.0739688321,23.2931518663,0.0728607177,-,11.9375,1.375,-129.138458312
,2024-11-18T06:07:23.011Z,37.5495862652,127.0739689998,23.2838440049,0.0245361328,-,11.9375,1.375,-129.2441712027
,2024-11-18T06:07:24.010Z,37.5495861814,127.0739689998,23.2782898057,0.0086517334,-,12.0,1.4375,-129.3551331168
,2024-11-18T06:07:25.011Z,37.5495765841,127.0739776331,23.154205333,0.6713562013,-,11.9375,1.3125,-129.3551331168
,2024-11-18T06:07:26.010Z,37.54957386,127.0739802315,23.0800476181,0.519104004,-,11.9375,1.3125,-129.1913147574
,2024-11-18T06:07:27.010Z,37.5495735666,127.073980483,23.0357360947,0.2703552246,-,11.9375,1.375,-129.1490479117
,2024-11-18T06:07:28.011Z,37.54957386,127.0739800639,23.0092773544,0.1072540283,-,11.875,1.375,-129.1596069937
,2024-11-18T06:07:29.011Z,37.5495740695,127.0739796448,22.9934387314,0.0337371826,-,11.875,1.375,-129.2494507437
,2024-11-18T06:07:30.010Z,37.5495741953,127.0739794771,22.9840087997,0.0093688964,-,11.875,1.375,-129.1913147574
,2024-11-18T06:07:31.011Z,37.5495742791,127.0739791419,22.9783630478,0.0142517089,-,11.875,1.375,-129.3023071891
,2024-11-18T06:07:32.010Z,37.5495618739,127.0739842548,22.9749755966,0.7441864015,-,11.875,1.3125,-129.2864380484
,2024-11-18T06:07:33.011Z,37.5495581858,127.0739855959,22.9729309189,0.582107544,-,11.875,1.3125,-129.12789923
,2024-11-18T06:07:34.010Z,37.5495574734,127.0739855959,22.9717407333,0.3146820069,-,11.875,1.3125,-129.2388916617
,2024-11-18T06:07:35.010Z,37.5495575991,127.073985093,22.9710083114,0.1439056396,-,11.875,1.3125,-129.3023071891
,2024-11-18T06:07:36.011Z,37.5495577667,127.0739847577,22.9705810653,0.056564331,-,11.9375,1.3125,-129.2811585074
,2024-11-18T06:07:37.010Z,37.5495578925,127.0739845901,22.9703369247,0.0292816162,-,11.9375,1.3125,-129.2652893668
,2024-11-18T06:07:38.011Z,37.5495624606,127.0739791419,22.9701843368,0.3538513184,-,11.9375,1.25,-129.1543274527
,2024-11-18T06:07:39.011Z,37.549563676,127.0739774655,22.9700927841,0.277130127,-,12.0,1.3125,-129.1860352164
,2024-11-18T06:07:40.011Z,37.5495637598,127.0739770464,22.9700622665,0.1518249512,-,12.0,1.3125,-129.2969971305
,2024-11-18T06:07:41.010Z,37.5495633826,127.0739767949,22.9700317489,0.0746154785,-,12.0,1.3125,-129.2864380484
,2024-11-18T06:07:42.011Z,37.5495633826,127.0739771302,22.9700012313,0.0194396972,-,12.0,1.3125,-129.2864380484
,2024-11-18T06:07:43.010Z,37.5495644722,127.0739798962,22.9700012313,0.1366119385,-,12.0625,1.25,-129.2230225211
,2024-11-18T06:07:44.011Z,37.5495647656,127.0739806506,22.9699707138,0.1025085449,-,12.1875,1.25,-129.2494507437
,2024-11-18T06:07:45.010Z,37.5495646818,127.0739803991,22.9699707138,0.0374603271,-,12.3125,1.25,-129.2018738394
,2024-11-18T06:07:46.011Z,37.549564598,127.073980483,22.9699707138,0.0204620361,-,12.4375,1.25,-129.3023071891
,2024-11-18T06:07:47.011Z,37.5495792663,127.0739808182,22.9699707138,0.8329772951,-,12.4375,1.1875,-129.2388916617
,2024-11-18T06:07:48.011Z,37.5495834992,127.0739812373,22.9699707138,0.645843506,-,12.5,1.1875,-129.2441712027
,2024-11-18T06:07:49.010Z,37.5495840859,127.0739811535,22.9699707138,0.346359253,-,12.4375,1.1875,-129.1648865347
,2024-11-18T06:07:50.010Z,37.5495836668,127.0739810697,22.9699707138,0.1441040039,-,12.375,1.25,-129.2335816031
,2024-11-18T06:07:51.010Z,37.5495831639,127.0739809859,22.9699707138,0.044631958,-,12.25,1.25,-129.3023071891
,2024-11-18T06:07:52.010Z,37.5495829963,127.0739808182,22.9699707138,0.0085906982,-,12.1875,1.25,-129.3128662711
,2024-11-18T06:07:53.010Z,37.5495689985,127.073982327,22.9699707138,0.7988891603,-,12.125,1.1875,-129.1860352164
,2024-11-18T06:07:54.011Z,37.5495648913,127.0739826623,22.9699707138,0.6174774171,-,12.0625,1.1875,-129.2969971305
,2024-11-18T06:07:55.011Z,37.5495643884,127.0739825784,22.9699707138,0.3291168213,-,12.0625,1.1875,-129.2811585074
,2024-11-18T06:07:56.010Z,37.5495647656,127.0739825784,22.9699707138,0.1358947754,-,12.0,1.25,-129.2547302847
,2024-11-18T06:07:57.010Z,37.549565059,127.0739824946,22.9699707138,0.0463562011,-,11.9375,1.25,-129.3710022575
,2024-11-18T06:07:58.010Z,37.5495703815,127.0739813212,22.9699707138,0.2863769531,-,12.0625,1.1875,-129.2283020621
,2024-11-18T06:07:59.011Z,37.5495721836,127.0739809859,22.9699707138,0.2436218262,-,12.25,1.1875,-129.2335816031
,2024-11-18T06:08:00.011Z,37.549572477,127.0739808182,22.9699707138,0.137008667,-,12.375,1.1875,-129.2230225211
,2024-11-18T06:08:01.011Z,37.5495723931,127.0739809859,22.9699707138,0.0591125488,-,12.5625,1.1875,-129.2335816031
,2024-11-18T06:08:02.010Z,37.5495721836,127.0739809859,22.9699707138,0.019744873,-,12.6875,1.1875,-129.2283020621
,2024-11-18T06:08:03.010Z,37.5495846726,127.073974448,22.9699707138,0.7732849122,-,12.6875,1.125,-129.2283020621
,2024-11-18T06:08:04.011Z,37.549588193,127.0739725202,22.9699707138,0.5923156739,-,12.5625,1.125,-129.1701660757
,2024-11-18T06:08:05.010Z,37.5495886959,127.0739721849,22.9700012313,0.3155670166,-,12.375,1.125,-129.1014710073
,2024-11-18T06:08:06.010Z,37.5495882768,127.0739724363,22.9700012313,0.1288909912,-,12.25,1.1875,-129.207183898
,2024-11-18T06:08:07.010Z,37.5495878997,127.0739725202,22.9700012313,0.0403900146,-,12.0625,1.1875,-129.1014710073
,2024-11-18T06:08:08.011Z,37.5495876901,127.0739729392,22.9700012313,0.0070648193,-,11.9375,1.1875,-129.2018738394
,2024-11-18T06:08:09.010Z,37.5495873967,127.0739733583,22.9700012313,0.0261230468,-,11.9375,1.1875,-129.21774298
,2024-11-18T06:08:10.011Z,37.5495762907,127.0739807344,23.0907287705,0.7360076906,-,11.875,1.1875,-129.1965942984
,2024-11-18T06:08:11.011Z,37.5495730637,127.0739827461,23.1628723252,0.5607452393,-,11.8125,1.1875,-129.133178771
,2024-11-18T06:08:12.010Z,37.5495726865,127.0739829975,23.2059631455,0.291305542,-,11.8125,1.1875,-129.2283020621
,2024-11-18T06:08:13.011Z,37.5495730637,127.0739825784,23.2317199815,0.1129608154,-,11.75,1.1875,-129.2388916617
,2024-11-18T06:08:14.010Z,37.549573399,127.0739821593,23.2471008409,0.0313415527,-,11.75,1.1875,-129.2388916617
,2024-11-18T06:08:15.010Z,37.5495735666,127.0739819917,23.2563171495,0.0099029541,-,11.75,1.25,-129.12789923
,2024-11-18T06:08:16.011Z,37.5495643884,127.0739825784,23.1410522568,0.5338439942,-,11.875,1.1875,-129.1807556753
,2024-11-18T06:08:17.010Z,37.5495612871,127.0739826623,23.072174083,0.433166504,-,12.0625,1.1875,-129.1543274527
,2024-11-18T06:08:18.011Z,37.5495607842,127.073982327,23.0310363876,0.2419128418,-,12.1875,1.1875,-129.1490479117
,2024-11-18T06:08:19.010Z,37.5495610776,127.073982327,23.0064697372,0.104598999,-,12.375,1.1875,-129.1648865347
,2024-11-18T06:08:20.010Z,37.5495613709,127.0739822432,22.9917602646,0.0344543457,-,12.5,1.1875,-129.1490479117
,2024-11-18T06:08:21.010Z,37.5495615805,127.0739822432,22.9830017196,0.0068206787,-,12.6875,1.1875,-129.1965942984
